Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
"First Citizens-Crenshaw Bancshares,Inc.",,John D. Harrison,,,2020,Retired Superintendent - Alabama State Banking Department,
"First Citizens-Crenshaw Bancshares,Inc.",,Barbara F. Harrison,,,2020,Retired Realtor,
"First Citizens-Crenshaw Bancshares,Inc.",,Patricia H. Stewart,,,2020,Substitute Teacher and Seamstress,
"First Citizens-Crenshaw Bancshares,Inc.",,Alice H. Battle,,,2020,Housewife,
"First Citizens-Crenshaw Bancshares,Inc.",,"David R. King,Jr.",,,2020,College Student,
"First Citizens-Crenshaw Bancshares,Inc.",,"William King,III",,,2020,Attorney,
"First Citizens-Crenshaw Bancshares,Inc.",,"S. W. Jackson,Jr.",,,2020,Deceased-12-02-20,
"First Citizens-Crenshaw Bancshares,Inc.",,"Bobbie Jackson Family Trust S. W. Jackson,Trustee",,,2020,Freight Shipping and Trucking,
"First Citizens-Crenshaw Bancshares,Inc.",,Lee J. Moncus,,,2020,Housewife,
"First Citizens-Crenshaw Bancshares,Inc.",,Leslie Moody,,,2020,Banking,
"First Citizens-Crenshaw Bancshares,Inc.",,Sid Jackson & Assoc,,,2020,Law Firm,
"First Citizens-Crenshaw Bancshares,Inc.",,Virginia Jackson Jones,,,2020,Bookstore Owner,
"First Citizens-Crenshaw Bancshares,Inc.",Chairman,John M. Wise,,"Hicks,Inc.",2020,Wholesale Distribution of Sporting Goods,
"First Citizens-Crenshaw Bancshares,Inc.",Chairman,John M. Wise & Lilellen H. Wise,,"Hicks,Inc.",2020,Wholesale Distribution of Sporting Goods,
"First Citizens-Crenshaw Bancshares,Inc.",,"Hicks & Wise Family Investments,LLC",,,2020,Wholesale Distribution of Sporting Goods,
"First Citizens-Crenshaw Bancshares,Inc.",,Lilellen H. Wise,,"Hicks,Inc.",2020,Bookkeeping,
"First Citizens-Crenshaw Bancshares,Inc.",,"John M. Wise,Jr",,,2020,Wholesale Distribution of Sporting Goods,
"First Citizens-Crenshaw Bancshares,Inc.",,Mack Wise Sr.,,,2020,Retired,
"First Citizens-Crenshaw Bancshares,Inc.",Secretary/Treasurer,Michael E. Jones,,"Jones & Coots,LLC.",2020,Attorney,
"First Citizens-Crenshaw Bancshares,Inc.",Secretary/Treasurer,Michael E. Jones or Stephanie W. Jones,,"Jones & Coots,LLC.",2020,Attorney,
"First Citizens-Crenshaw Bancshares,Inc.",,Stephanie W. Jones,,,2020,Dance Teacher,
"First Citizens-Crenshaw Bancshares,Inc.",,Candice Jones,,,2020,Human Resources,
"First Citizens-Crenshaw Bancshares,Inc.",,Klein M. Jones,,,2020,Accountant,
"First Citizens-Crenshaw Bancshares,Inc.",,Sadie Jones,,,2020,College Student,
"First Citizens-Crenshaw Bancshares,Inc.",Vice-Chairman,William W. Petrey,,,2020,Banking,
"First Citizens-Crenshaw Bancshares,Inc.",Vice-Chairman,William W. Petrey and Neva B. Petrey,,,2020,Banking,
"First Citizens-Crenshaw Bancshares,Inc.",,Charles Newton,,Newton Oil Co.,2020,Public Service,
"First Citizens-Crenshaw Bancshares,Inc.",,William Tate,,,2020,Public Service,
"First Citizens-Crenshaw Bancshares,Inc.",,John D. Harrison,,,2021,Retired Superintendent - Alabama State Banking Department,
"First Citizens-Crenshaw Bancshares,Inc.",,Barbara F. Harrison,,,2021,Retired Realtor,
"First Citizens-Crenshaw Bancshares,Inc.",,Patricia H. Stewart,,,2021,Substitute Teacher and Seamstress,
"First Citizens-Crenshaw Bancshares,Inc.",,Alice H. Battle,,,2021,Housewife,
"First Citizens-Crenshaw Bancshares,Inc.",,"David R. King,Jr.",,,2021,College Student,
"First Citizens-Crenshaw Bancshares,Inc.",,"William King,III",,,2021,Attorney,
"First Citizens-Crenshaw Bancshares,Inc.",Chairman,John M. Wise,,First Citizens Bank,2021,Wholesale Distribution of Sporting Goods,
"First Citizens-Crenshaw Bancshares,Inc.",Chairman,John M. Wise,,"Hicks,Inc.",2021,Wholesale Distribution of Sporting Goods,
"First Citizens-Crenshaw Bancshares,Inc.",Chairman,John M. Wise & Lilellen H. Wise,,First Citizens Bank,2021,Wholesale Distribution of Sporting Goods,
"First Citizens-Crenshaw Bancshares,Inc.",Chairman,John M. Wise & Lilellen H. Wise,,"Hicks,Inc.",2021,Wholesale Distribution of Sporting Goods,
"First Citizens-Crenshaw Bancshares,Inc.",,"Hicks & Wise Family Investments,LLC",,,2021,Wholesale Distribution of Sporting Goods,
"First Citizens-Crenshaw Bancshares,Inc.",,Lilellen H. Wise,,,2021,Bookkeeping,
"First Citizens-Crenshaw Bancshares,Inc.",,"John M. Wise,Jr",,"Hicks,Inc.",2021,Wholesale Distribution of Sporting Goods,
"First Citizens-Crenshaw Bancshares,Inc.",Secretary/Treasurer,Michael E. Jones,,First Citizens Bank,2021,Attorney,
"First Citizens-Crenshaw Bancshares,Inc.",Secretary/Treasurer,Michael E. Jones,,"Jones & Coots,LLC.",2021,Attorney,
"First Citizens-Crenshaw Bancshares,Inc.",Secretary/Treasurer,Michael E. Jones or Stephanie W. Jones,,First Citizens Bank,2021,Attorney,
"First Citizens-Crenshaw Bancshares,Inc.",Secretary/Treasurer,Michael E. Jones or Stephanie W. Jones,,"Jones & Coots,LLC.",2021,Attorney,
"First Citizens-Crenshaw Bancshares,Inc.",,Stephanie W. Jones,,,2021,Dance Teacher,
"First Citizens-Crenshaw Bancshares,Inc.",,Candice Jones,,,2021,Human Resources,
"First Citizens-Crenshaw Bancshares,Inc.",,Klein M. Jones,,,2021,Accountant,
"First Citizens-Crenshaw Bancshares,Inc.",,Sadie Jones,,,2021,College Student,
"First Citizens-Crenshaw Bancshares,Inc.",Vice-Chairman,William W. Petrey,,First Citizens Bank,2021,Banking,
"First Citizens-Crenshaw Bancshares,Inc.",Vice-Chairman,William W. Petrey and Neva B. Petrey,,First Citizens Bank,2021,Banking,
"First Citizens-Crenshaw Bancshares,Inc.",,Charles Newton,,Newton Oil Co.,2021,Public Service,
"First Citizens-Crenshaw Bancshares,Inc.",,William Tate,,,2021,Public Service,
"First Citizens-Crenshaw Bancshares,Inc.",Secretary,Michael E. Jones,,,2023,,
"First Citizens-Crenshaw Bancshares,Inc.",CFO,Amy M. Michael,,,2023,,
First Citizens Financial Corporation,Chairman of the Board Director,Michael L. Berg,Chairman of Dawson County Commissioners,Dawson County Commissioners,2014,County Commissioner,3549171
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,State House of Representatives,"Tru-Vision Security Consultants,Inc.",2014,County Administrator,3549171
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,State House of Representatives,"Tanco Investments,LLC",2014,County Administrator,3549171
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,State House of Representatives,"Tanwal Investments,LLC",2014,County Administrator,3549171
First Citizens Financial Corporation,Director,Steven K. Leibel,Owner/Attorney,"Steven Leibel,PC",2014,Attorney,3549171
First Citizens Financial Corporation,Director/Treasurer,Charles H. Gordon,President,Renewal Concepts,2014,Marketing Consultant,3549171
First Citizens Financial Corporation,Director,John D. Pearson,Vice-President,"Cold River Development,Inc.",2014,Real Estate Development,3549171
First Citizens Financial Corporation,Director,"Eugene E. Pearson,Jr.",President,"Cold River Development,Inc.",2014,Real Estate Development,3549171
First Citizens Financial Corporation,Director,Ryker J. Lowe,President,"Jasper Jeep Dodge Chrysler,LLC",2014,Auto Dealership/Sales,3549171
First Citizens Financial Corporation,President & CEO,Charles M. Buckner,,,2014,,3549171
First Citizens Financial Corporation,Senior Vice-President & CFO,W. Bryan Hendrix,,,2014,,3549171
First Citizens Financial Corporation,Executive Vice-President,Michael T. Underwood,,,2014,,3549171
First Citizens Financial Corporation,Chairman of the Board Director,Michael L. Berg,Chairman of Dawson County Commissioners,Dawson County Commissioners,2015,County Commissioner,3549180
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,State House of Representatives,State House of Representatives,2015,Real Estate Development,3549180
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,Owner of Security Company,"Tru-Vision Security Consultants,Inc.",2015,Real Estate Development,3549180
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,"Owner of R/E Investment,LLC","Tanco Investments,LLC",2015,Real Estate Development,3549180
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,"Principal of R/E Development,LLC","Tanwal Investments,LLC",2015,Real Estate Development,3549180
First Citizens Financial Corporation,Director,Steven K. Leibel,Owner/Attorney,"Steven Leibel,PC",2015,Attorney,3549180
First Citizens Financial Corporation,Director,John D. Pearson,Vice-President,"Cold River Development,Inc.",2015,Real Estate Development,3549180
First Citizens Financial Corporation,Director,John D. Pearson,Vice-President,"Peco's,Inc.",2015,Real Estate Development,3549180
First Citizens Financial Corporation,Director,John D. Pearson,Vice-President,"Cold River Partners,Inc.",2015,Real Estate Development,3549180
First Citizens Financial Corporation,Director,"Eugene E. Pearson,Jr.",President,"Cold River Development,Inc.",2015,Real Estate Development,3549180
First Citizens Financial Corporation,Director,"Eugene E. Pearson,Jr.",President,"Peco's,Inc.",2015,Real Estate Development,3549180
First Citizens Financial Corporation,Director,"Eugene E. Pearson,Jr.",President,"Cold River Partners,Inc.",2015,Real Estate Development,3549180
First Citizens Financial Corporation,President & CEO,John L. Lewis,,"Lewis Financial Group,Inc.",2015,,3549180
First Citizens Financial Corporation,Senior Vice-President & CFO,W. Bryan Hendrix,,,2015,,3549180
First Citizens Financial Corporation,,Michael T. Underwood,,,2015,,3549180
First Citizens Financial Corporation,,Lowe Family in Concert,"Ryker Lowe,President","Jasper Jeep Dodge Chrysler,LLC",2015,Auto Dealership/Sales,3549180
First Citizens Financial Corporation,Chairman of the Board Director,Michael L. Berg,Chairman of Dawson County Commissioners,Dawson County Commissioners,2016,County Commissioner,
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,State House of Representatives,State House of Representatives,2016,Real Estate Development,
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,Owner of Security Company,Security Company,2016,Real Estate Development,
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,"Owner of R/E Investment,LLC","R/E Investment,LLC",2016,Real Estate Development,
First Citizens Financial Corporation,Director/Secretary,Kevin K. Tanner,"Principal of R/E Development,LLC","R/E Development,LLC",2016,Real Estate Development,
First Citizens Financial Corporation,Director,Steven K. Leibel,Owner/Attorney,"Steven Leibel,PC",2016,Attorney,
First Citizens Financial Corporation,Director,Steven K. Leibel,Attorney,"Steven Leibel,PC",2016,Attorney,
First Citizens Financial Corporation,Director,John D. Pearson,Vice-President,"Cold River Development,Inc.",2016,Real Estate Development,
First Citizens Financial Corporation,Director,John D. Pearson,Vice-President,"Peco's,Inc.",2016,Real Estate Development,
First Citizens Financial Corporation,Director,"Eugene E. Pearson,Jr.",President,"Cold River Development,Inc.",2016,Real Estate Development,
First Citizens Financial Corporation,Director,"Eugene E. Pearson,Jr.",President,"Peco's,Inc.",2016,Real Estate Development,
First Citizens Financial Corporation,President & CEO,John L. Lewis,,,2016,,
First Citizens Financial Corporation,Senior Vice-President & CFO,C. Ricky Stowe,,,2016,,
First Citizens Financial Corporation,,Michael T. Underwood,,,2016,,
First Citizens Financial Corporation,Director,Anna B. Williams,Owner,"Anna B. Williams,CPA","PC,2016",CPA,
First Citizens Financial Corporation,Director,Jerome L. Jerry Blankenship,,,2016,Retired,
First Citizens Financial Corporation,Director,Jeffrey Anderson,Portfolio Manager,Ancora Catalyst Fund L.P.,2016,Portfolio Manager,
First Citizens Financial Corporation,Director,Ben Mackovak,Co-Founder and Managing Member,Strategic Value Investors L.P.,2016,Portfolio Manager,
First Citizens Financial Corporation,,Steven F. Smith,,,2016,,
"First Citrus Bancorporation,Inc.",Director,C. Russell Adams,President,"Russell Adams Realty,Inc.",2014,Business Owner Realtor,
"First Citrus Bancorporation,Inc.",Director & Chairman,Michael Adcock,President,"Adcock-Adcock Insurance Agency,Inc.",2014,Business Owner Insurance,
"First Citrus Bancorporation,Inc.",Director President & CEO,John M. Barrett,,,2014,,
"First Citrus Bancorporation,Inc.",Director,Jack Geller,Partner,"Harper,Kynes",Geller Buford,"P.A.,2014",Attorney
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"BCI Industries,Inc.",2014,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"Sun Metals Systems,Inc.",2014,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,Rodney O. Horton,President,"Med Ops,Inc.",2014,Business Owner Manufacturer,
"First Citrus Bancorporation,Inc.",Director,Gerald L. Kolar,President,Kolar Systems International,2014,Business Owner Computer Equipment,
"First Citrus Bancorporation,Inc.",Director,John T. Linton,Executive Officer CFO,,2014,,
"First Citrus Bancorporation,Inc.",Director,J. Roger Moyer,,,2014,Retired Banker,
"First Citrus Bancorporation,Inc.",Director,Scott M. Shimberg,President & CEO,"Hyde Park Builders,Inc.",2014,Business Owner Builder,
"First Citrus Bancorporation,Inc.",Director,C. Russell Adams,President,"Russell Adams Realty,Inc.",2015,Business Owner Realtor,
"First Citrus Bancorporation,Inc.",Director,Michael Adcock,President,"Adcock-Adcock Insurance Agency,Inc.",2015,Business Owner Insurance,
"First Citrus Bancorporation,Inc.",Director President & CEO,John M. Barrett,,,2015,,
"First Citrus Bancorporation,Inc.",Director,Jack Geller,Partner,"Harper,Kynes",Geller Buford,"P.A.,2015",Attorney
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"BCI Industries,Inc.",2015,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"Sun Metals Systems,Inc.",2015,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,Rodney O. Horton,Consultant,"Med Ops,Inc.",2015,Business Owner Manufacturer,
"First Citrus Bancorporation,Inc.",Director,Gerald L. Kolar,President,Kolar Systems International,2015,Business Owner Computer Equipment,
"First Citrus Bancorporation,Inc.",Executive Officer CFO,John T. Linton,,,2015,,
"First Citrus Bancorporation,Inc.",Director,J. Roger Moyer,,,2015,Retired Banker,
"First Citrus Bancorporation,Inc.",Director,C. Russell Adams,President,"Russell Adams Realty,Inc.",2016,Business Owner Realtor,3547841
"First Citrus Bancorporation,Inc.",Director & Chairman,Michael Adcock,President,"Adcock-Adcock Insurance Agency,Inc.",2016,Business Owner Insurance,3547841
"First Citrus Bancorporation,Inc.",Director President & CEO,John M. Barrett,,,2016,,3547841
"First Citrus Bancorporation,Inc.",Director,Jack Geller,Partner,"Harper,Kynes",Geller Buford,"P.A.,2016",Attorney
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"BCI Industries,Inc.",2016,Business Owner Construction/Engineering,3547841
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"Sun Metals Systems,Inc.",2016,Business Owner Construction/Engineering,3547841
"First Citrus Bancorporation,Inc.",Director,Rodney O. Horton,Consultant,"Med Ops,Inc.",2016,Business Owner Manufacturer,3547841
"First Citrus Bancorporation,Inc.",Director,Gerald L. Kolar,President,Kolar Systems International,2016,Business Owner Computer Equipment,3547841
"First Citrus Bancorporation,Inc.",Executive Officer CFO,John T. Linton,,,2016,,3547841
"First Citrus Bancorporation,Inc.",Director,J. Roger Moyer,,,2016,Retired Banker,3547841
"First Citrus Bancorporation,Inc.",Director,C. Russell Adams,President,"Russell Adams Realty,Inc.",2017,Business Owner Realtor,
"First Citrus Bancorporation,Inc.",Director & Chairman,Michael Adcock,President,"Adcock-Adcock Insurance Agency,Inc.",2017,Business Owner Insurance,
"First Citrus Bancorporation,Inc.",Director President & CEO,John M. Barrett,,,2017,,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,CEO,Aegis Business Credit LLC,2017,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,President,"B & B Capital Ventures,Inc.",2017,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,President,Envirocap LLC,2017,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,Principal,Aileron LLC,2017,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Sharon Docherty Danco,President,"Sharon Docherty Danco,PLLC",2017,Attorney,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"BCI Industries,Inc.",2017,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"Sun Metals Systems,Inc.",2017,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,Rodney O. Horton,Consultant,"Med Ops,Inc.",2017,Business Owner Manufacturer,
"First Citrus Bancorporation,Inc.",Director,Gerald L. Kolar,President,Kolar Systems International,2017,Business Owner Computer Equipment,
"First Citrus Bancorporation,Inc.",Executive Officer CFO,John T. Linton,,,2017,,
"First Citrus Bancorporation,Inc.",Director,J. Roger Moyer,,,2017,Retired Banker,
"First Citrus Bancorporation,Inc.",Director,C. Russell Adams,President,"Russell Adams Realty,Inc.",2018,Business Owner Realtor,
"First Citrus Bancorporation,Inc.",Director & Chairman,Michael Adcock,President,"Adcock-Adcock Insurance Agency,Inc.",2018,Business Owner Insurance,
"First Citrus Bancorporation,Inc.",President & CEO,John M. Barrett,,,2018,,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,CEO,Aegis Business Credit LLC,2018,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,President,"B & B Capital Ventures,Inc.",2018,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,President,Envirocap LLC,2018,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,Principal,Aileron LLC,2018,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Sharon Docherty Danco,President,"Sharon Docherty Danco,PLLC",2018,Attorney,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"BCI Industries,Inc.",2018,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,,"Sun Metals Systems,Inc.",2018,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,Rodney O. Horton,Consultant,"Med Ops,Inc.",2018,Business Owner Manufacturer,
"First Citrus Bancorporation,Inc.",Director,Gerald L. Kolar,President,Kolar Systems International,2018,Business Owner Computer Equipment,
"First Citrus Bancorporation,Inc.",Executive Officer,John T. Linton,,,2018,,
"First Citrus Bancorporation,Inc.",Director,J. Roger Moyer,,,2018,Retired Banker,
"First Citrus Bancorporation,Inc.",Director,C. Russell Adams,President,"Russell Adams Realty,Inc.",2019,Business Owner Realtor,
"First Citrus Bancorporation,Inc.",Director & Chairman,Michael Adcock,President,"Adcock-Adcock Insurance Agency,Inc.",2019,Business Owner Insurance,
"First Citrus Bancorporation,Inc.",President & CEO,John M. Barrett,,,2019,,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,CEO,Aegis Business Credit LLC,2019,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,President,"B & B Capital Ventures,Inc.",2019,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,President,Envirocap LLC,2019,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,Principal,Aileron LLC,2019,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Sharon Docherty Danco,President,"Sharon Docherty Danco,PLLC",2019,Attorney,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"BCI Industries,Inc.",2019,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"Sun Metals Systems,Inc.",2019,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,Rodney O. Horton,Consultant,"Med Ops,Inc.",2019,Business Owner Manufacturer,
"First Citrus Bancorporation,Inc.",Director,Gerald L. Kolar,President,Kolar Systems International,2019,Business Owner Computer Equipment,
"First Citrus Bancorporation,Inc.",Executive Officer,John T. Linton,,,2019,,
"First Citrus Bancorporation,Inc.",Director,J. Roger Moyer,,,2019,Retired Banker,
"First Citrus Bancorporation,Inc.",Director,C. Russell Adams,Director,"Russell Adams Realty,Inc.",2020,Business Owner Realtor,
"First Citrus Bancorporation,Inc.",Director & Chairman,Michael Adcock,President,"Adcock-Adcock Insurance Agency,Inc.",2020,Business Owner Insurance,
"First Citrus Bancorporation,Inc.",President & CEO,John M. Barrett,,,2020,,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,CEO,Aegis Business Credit LLC,2020,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,President,"B & B Capital Ventures,Inc.",2020,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,President,Envirocap LLC,2020,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,Principal,Aileron LLC,2020,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Sharon Docherty Danco,President,"Sharon Docherty Danco,PLLC",2020,Attorney,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"BCI Industries,Inc.",2020,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"Sun Metals Systems,Inc.",2020,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,Rodney O. Horton,Consultant,"Med Ops,Inc.",2020,Business Owner Manufacturer,
"First Citrus Bancorporation,Inc.",Director,Gerald L. Kolar,President,Kolar Systems International,2020,Business Owner Computer Equipment,
"First Citrus Bancorporation,Inc.",EVP &CFO,John T. Linton,,,2020,Executive Officer,
"First Citrus Bancorporation,Inc.",Director,J. Roger Moyer,,,2020,Retired Banker,
"First Citrus Bancorporation,Inc.",Director,C. Russell Adams,President,"Russell Adams Realty,Inc.",2021,Business Owner Realtor,
"First Citrus Bancorporation,Inc.",Director & Chairman,Michael Adcock,President,"Adcock-Adcock Insurance Agency,Inc.",2021,Business Owner Insurance,
"First Citrus Bancorporation,Inc.",Director President & CEO,John M. Barrett,,,2021,,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,CEO,Aegis Business Credit LLC,2021,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,President,"B& B Capital Ventures,Inc.",2021,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,President,Envirocap LLC,2021,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Robert K. Beard,Principal,Aileron LLC,2021,Business Owner,
"First Citrus Bancorporation,Inc.",Director,Sharon Docherty Danco,President,"Sharon Docherty Danco,PLLC",2021,Attorney,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"BCI Industries,Inc.",2021,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,James G. Hatton,President & CEO,"Sun Metals Systems,Inc.",2021,Business Owner Construction/Engineering,
"First Citrus Bancorporation,Inc.",Director,Rodney O. Horton,Consultant,"Med Ops,Inc.",2021,Business Owner Manufacturer,
"First Citrus Bancorporation,Inc.",Director,Gerald L. Kolar,President,Kolar Systems International,2021,Business Owner Computer Equipment,
"First Citrus Bancorporation,Inc.",Executive Officer EVP & CFO,John T. Linton,,,2021,,
"First Citrus Bancorporation,Inc.",Director,J. Roger Moyer,,,2021,Retired Banker,
"FIRST COMMUNITY BANCORP,INC.",Director,J. T. Darnell,,,2013,Retired,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Bank,J. T. Darnell,,,2013,Retired,
"FIRST COMMUNITY BANCORP,INC.",Director,J. C. Gordon,,,2013,Retired,
"FIRST COMMUNITY BANCORP,INC.",Director-First Community Bank,J. C. Gordon,,,2013,Retired,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Mortgage Co. Inc.,J. C. Gordon,,,2013,Retired,
"FIRST COMMUNITY BANCORP,INC.",Director,David E. McGee,Owner,McGee's Prescription Shop,2013,Pharmacist,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Bank,David E. McGee,Owner,D and E Alarm,2013,Pharmacist,
"FIRST COMMUNITY BANCORP,INC.",Director,David E. McGee,Owner,Tullahoma Drugs,2013,Pharmacist,
"FIRST COMMUNITY BANCORP,INC.",Director,Andrew C. Rambo,Owner,"Andrew C. Rambo,P. C.",2013,Attorney,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Bank,Andrew C. Rambo,Owner,"Andrew C. Rambo,P. C.",2013,Attorney,
"FIRST COMMUNITY BANCORP,INC.",CEO / Secretary / Director,Donna M. Stone,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",Chairman/Director-First Community Bank,Donna M. Stone,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Mortgage Co. Inc,Donna M. Stone,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.","President/Director - Community Select,Inc.",Donna M. Stone,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",Director,Garrett Winnette,,,2013,Retired,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Bank,Garrett Winnette,,,2013,Retired,
"FIRST COMMUNITY BANCORP,INC.",Director,W. Buford Jennings,,,2013,Retired,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Bank,W. Buford Jennings,,,2013,Retired,
"FIRST COMMUNITY BANCORP,INC.",President/Director,Scott Cocanougher,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",CEO - First Community Bank,Scott Cocanougher,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Bank,Scott Cocanougher,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Mortgage Co. Inc,Scott Cocanougher,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",Director,William T. Clifford,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",President - First Community Bank,William T. Clifford,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Bank,William T. Clifford,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Mortgage. Inc.,William T. Clifford,,,2013,Banker,
"FIRST COMMUNITY BANCORP,INC.",Director,Barry D. Cooper,"CFO of Cooper Steel Fabricator,Inc.",Cooper Properties,2013,Steel Contractor,
"FIRST COMMUNITY BANCORP,INC.",Director - First Community Bank,Barry D. Cooper,1½ owner of Cooper Properties,Cooper Properties,2013,Steel Contractor,
"FIRST COMMUNITY BANCORP,INC.",Director,Thurman Lee Adcock,President,"Lee Adcock Construction Co.,Inc.",2013,Contractor,
"FIRST COMMUNITY BANCORP,INC.",Director-First Community Bank,Thurman Lee Adcock,Chief Manager,ARD Properties,2013,Contractor,
"FIRST COMMUNITY BANCORP,INC.",Director,Thurman Lee Adcock,Chief Manager,Adcock Design Build and Lease LLC,2013,Contractor,
"FIRST COMMUNITY BANCORP,INC.",Director-First Community Bank,Thurman Lee Adcock,1/3 owner of ARD Properties,Adcock Design Build and Lease LLC,2013,Contractor,
"FIRST COMMUNITY BANCORP,INC.",Director,Thurman Lee Adcock,Part Owner of Popular Hill LLC,Adcock Design Build and Lease LLC,2013,Contractor,
"FIRST COMMUNITY BANCORP,INC.",Director,J. T. Darnell,,,2015,Retired,1188772
"FIRST COMMUNITY BANCORP,INC.",Director,J. C. Gordon,,,2015,Retired,1188772
"FIRST COMMUNITY BANCORP,INC.",Director,David E. McGee,Owner,McGee's Prescription Shop,2015,Pharmacist,1188772
"FIRST COMMUNITY BANCORP,INC.",Director,David E. McGee,Owner,The Pomegrante,2015,Pharmacist,1188772
"FIRST COMMUNITY BANCORP,INC.",Director,David E. McGee,Owner,Tullahoma Drugs,2015,Pharmacist,1188772
"FIRST COMMUNITY BANCORP,INC.",Director,Andrew C. Rambo,Owner,"Andrew C. Rambo,P. C.",2015,Attorney,1188772
