Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
Capital City Bank Group,President,CEO,Allan Bense,Secretary,T.D.W. Inc.,2015,
Capital City Bank Group,President,CEO,Allan Bense,Partner,Bense Farms,LLC,2015
Capital City Bank Group,President,CEO,Allan Bense,Partner,Emerald Coast Striping,LLC,2015
Capital City Bank Group,President,CEO,Allan Bense,Partner,"Emerald Coast Investment Properities,LLC""""",2015,
Capital City Bank Group,President,CEO,Allan Bense,Partner,Bayou George Farms,LLC,2015
Capital City Bank Group,President,CEO,Allan Bense,Partner,"Bass,Bense""","Hall & Bozarth"",2015""",
Capital City Bank Group,President,CEO,Allan Bense,Director,Gulf Power Company,2015,
Capital City Bank Group,President,CEO,Allan Bense,Director,Capital City Bank Group,2015,
Capital City Bank Group,President,CEO,Allan Bense,Board Member,Florida State University,2015,
Capital City Bank Group,President,CEO,Allan Bense,Director/Past Chairman,James Madison Institute,2015,
Capital City Bank Group,President,CEO,Allan Bense,Director/Chairman,Bay Economic Development Council,2015,
Capital City Bank Group,President,CEO,Allan Bense,Director/Past Chairman,Florida Chamber of Commerce,2015,
Capital City Bank Group,President,CEO,Allan Bense,Director,Gulf Coast Medical Center,2015,
Capital City Bank Group,President,CEO,Allan Bense,Trustee,Robert Starr Johnson Trust,2015,
Capital City Bank Group,President,CEO,Allan Bense,Managing Partner,Woodland Heights Associates,LLC,2015
Capital City Bank Group,President,CEO,Allan Bense,Chairman/Board Member,Triumph Gulf Coast,Inc.,2015
Capital City Bank Group,Executive Vice President,Beth Corum,Executive Vice President,Capital City Bank,2015,Designated an Executive Officer by virtue of position with Capital City Bank,1085509
Capital City Bank Group,Executive Vice President,Brooke Hallock,Executive Vice President,Capital City Bank,2015,Designated an Executive Officer by virtue of position with Capital City Bank,1085509
Capital City Bank Group,President,William L. Moor,Jr.,Managing Partner,Moor Family Partnership,LLP,2015
Capital City Bank Group,Executive Vice President,Edward G. Canup,Member,Adiron,LLC,2015,Designated an Executive Officer by virtue of position with Capital City Bank
Capital City Bank Group,Executive Vice President,Edward G. Canup,Member,Bull Run Residential,LLC,2015,Designated an Executive Officer by virtue of position with Capital City Bank
Capital City Bank Group,Executive Vice President,Edward G. Canup,Member,"Tupelo Development Company,LLC""""",2015,Designated an Executive Officer by virtue of position with Capital City Bank,1085509
Capital City Bank Group,Executive Vice President,Edward G. Canup,Member,Crockett Mountain,LLC,2015,Designated an Executive Officer by virtue of position with Capital City Bank
Capital City Bank Group,Executive Vice President,Edward G. Canup,Member,BLRD 13 LLC,2015,Designated an Executive Officer by virtue of position with Capital City Bank,1085509
Capital City Bank Group,Executive Vice President,Edward G. Canup,Member,CSLLC,2015,Designated an Executive Officer by virtue of position with Capital City Bank,1085509
Capital City Bank Group,Executive Vice President,Edward G. Canup,Member,Tupelo Plus Two,LLC,2015,Designated an Executive Officer by virtue of position with Capital City Bank
Capital City Bank Group,Executive Vice President,Edward G. Canup,Member,Ghost Investments,LLC,2015,Designated an Executive Officer by virtue of position with Capital City Bank
Capital City Bank Group,Executive Vice President,Edward G. Canup,Member,"North Hampton Dixie Property,LLC""""",2015,Designated an Executive Officer by virtue of position with Capital City Bank,1085509
Capital City Bank Group,Executive Vice President,Dale A. Thompson,Executive Vice President,Capital City Bank,2015,Designated an Executive Officer by virtue of position with Capital City Bank,1085509
