Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Manager,"JLB Pizza,LLC",2016,Investor,4114585
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,President,Hillsborough Lacross Alliance,2016,Investor,4114585
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Manager,JLB Westshore LLC,2016,Investor,4114585
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Director,Huntington Bancshares Inc.,2016,Investor,4114585
"GulfShore Bancshares,Inc.",Director,Jonathan A. Levy,Director,Huntington National Bank,2016,Investor,4114585
Valley State Bank,Director,James Bret Gist,Director,G & G Steel Inc.,2015,Vice President,595337
Valley State Bank,Director,James Bret Gist,Member,"Road Gear Truck Equipment,LLC",2015,Vice President,595337
Valley State Bank,Director,James Bret Gist,Member,"Warrior River Steel,LLC",2015,Vice President,595337
Valley State Bank,Director,Jason F. Gist,Director,"Franklin Mfg.,Inc.",2015,Operations Director,595337
Valley State Bank,Director,Jason F. Gist,Managing Member,"Road Gear Truck Equipment,LLC",2015,Operations Director,595337
Valley State Bank,Director,Jason F. Gist,Member,"Warrior River Steel,LLC",2015,Operations Director,595337
Valley State Bank,Director,Joe M. Tucker,Director,"Joe M. Tucker,CPA",2015,CPA,595337
Valley State Bank,,Ila Scott Rev. Trust 6/26/02,,,2015,Trust,595337
Valley State Bank,,"Rogers Investments,LP",,,2015,,595337
Valley State Bank,Director Chairman,"Robert I. Rogers,Jr.",,"Rockwood Farms,Inc.",2015,Attorney,595337
Valley State Bank,Director Chairman,"Robert I. Rogers,Jr.",Co-Manager,"Rogers Investments,LP",2015,Attorney,595337
Valley State Bank,Director Chairman,"Robert I. Rogers,Jr.",General Partner,"Rogers Family Partnership,LP",2015,Attorney,595337
Valley State Bank,Director Chairman,"Robert I. Rogers,Jr.",Partner,"Rogers Family Holdings,LLC",2015,Attorney,595337
Valley State Bank,Director Chairman,"Robert I. Rogers,Jr.",Shareholder,"Bedford,Rogers & Bowling","P.C.,2015",Attorney,595337
Valley State Bank,Director Chairman,"Robert I. Rogers,Jr.",Partner,M & R Timberlands,2015,Attorney,595337
Valley State Bank,Director,Greg Trapp,President,Fleet Partners,2015,Self-Employed,595337
Valley State Bank,Director CEO,Jim H. Davis,,,2015,,595337
Valley State Bank,Director President,Robert I. Rogers III,Managing Member,"TN Valley Forestry & Wildlife,LLC",2015,,595337
Valley State Bank,,Danny Gist,,"General Southern Ind.,Inc.",2015,Executive,595337
Valley State Bank,,Danny Gist,,G&G Steel Inc.,2015,Executive,595337
Valley State Bank,,Danny Gist,,Franklin Mfg. Inc.,2015,Executive,595337
Valley State Bank,,Danny Gist,,G&G Steel Trucking Inc.,2015,Executive,595337
Valley State Bank,Director,James Bret Gist,VP/Gen. Mgr.,"G & G Steel,Inc.",2017,Vice President,1493609
Valley State Bank,Director,James Bret Gist,,"Road Gear Truck Equipment,LLC",2017,Vice President,1493609
Valley State Bank,Director,James Bret Gist,,"Warrior River Steel,LLC",2017,Vice President,1493609
Valley State Bank,Director,Jason F. Gist,VP/Gen. Mgr.,"Franklin Mfg.,Inc.",2017,Operations Director,1493609
Valley State Bank,Director,Jason F. Gist,,"Road Gear Truck Equipment,LLC",2017,Operations Director,1493609
Valley State Bank,Director,Jason F. Gist,,"Warrior River Steel,LLC",2017,Operations Director,1493609
Valley State Bank,Director,Joe M. Tucker,"Joe M. Tucker,CPA - Owner","Joe M. Tucker,CPA",2017,CPA,1493609
Valley State Bank,,Ila Scott Rev. Trust 6/26/02,,Scott Equipment Co. Inc.,2017,Trust,1493609
Valley State Bank,,"Rogers Investments,LP",,,2017,,1493609
Valley State Bank,Director,Robert I. Rogers Jr.,,,2017,Attorney,1493609
Valley State Bank,Chairman,Robert I. Rogers Jr.,,,2017,Attorney,1493609
Valley State Bank,Director,Greg Trapp,Fleet Partners-President,Fleet Partners,2017,Self-Employed,1493609
Valley State Bank,Director,Jím H. Davis,,,2017,,1493609
Valley State Bank,Director President,Robert I. Rogers III,Managing Member,"TN Valley Forestry & Wildlife,LLC",2017,,1493609
Valley State Bank,,Danny Gist,President,General Southern Ind. Inc.,2017,Executive,1493609
Valley State Bank,,James E. Taff,President,Taff Dairy Inc.,2017,Self Employed,1493609
Valley State Bank,Director,James Bret Gist,VP/Gen. Mgr.,G&G Steel Inc.,2018,Vice President,
Valley State Bank,Director,James Bret Gist,Member,"Road Gear Truck Equipment,LLC",2018,Vice President,
Valley State Bank,Director,James Bret Gist,Member,"Warrior River Steel,LLC",2018,Vice President,
Valley State Bank,Director,Jason F. Gist,VP/Gen. Mgr.,Franklin Mfg. Inc.,2018,"Operations Director Franklin Mfg.,Inc.",
Valley State Bank,Director,Jason F. Gist,Managing Member,"Road Gear Truck Equipment,LLC",2018,"Operations Director Franklin Mfg.,Inc.",
Valley State Bank,Director,Jason F. Gist,Member,"Warrior River Steel,LLC",2018,"Operations Director Franklin Mfg.,Inc.",
Valley State Bank,Director,Joe M. Tucker,"Joe M. Tucker,CPA – Owner","Joe M. Tucker,CPA",2018,CPA,
Valley State Bank,,Ila Scott Rev. Trust 6/26/02,,,2018,Trust,
Valley State Bank,,"Rogers Investments,LP",,,2018,,
Valley State Bank,Director Chairman,Robert I. Rogers Jr.,,See Attached,2018,Attorney,
Valley State Bank,Director,Greg Trapp,President,Fleet Partners,2018,Self-Employed,
Valley State Bank,Director,Jim H. Davis,,,2018,,
Valley State Bank,Director President/CEO,Robert 1. Rogers III,Managing Member,"TN Valley Forestry & Wildlife,LLC",2018,,
Valley State Bank,,Danny Gist,President,General Southern Ind. Inc.,2018,Executive,
Valley State Bank,,Danny Gist,,Parent Co. of G&G Steel Inc.,2018,Executive,
Valley State Bank,,Danny Gist,,Franklin Mfg. Inc.,2018,Executive,
Valley State Bank,,Danny Gist,,G&G Steel Trucking Inc.,2018,Executive,
Valley State Bank,Director,James E. Taff,President,Taff Dairy Inc.,2018,Self-Employed,
Valley Bancshares Inc.,President/CEO/Director,"Robert I. Rogers,III",,,2022,,
Valley Bancshares Inc.,Vice President/Cashier,Wanda H. Baker,,,2022,,
Valley State Bank,Director,James Bret Gist,VP/Gen. Mgr.,G&G.Steel Inc.,2023,Vice President,
Valley State Bank,Director,Jason F. Gist,VP/Gen. Mgr.,Franklin Mfg. Inc.,2023,Managing Member,
Valley State Bank,Trustee,Ila Scott,,,2023,Trust,
Valley State Bank,,"Rogers Investments,LP",,,2023,,
Valley State Bank,Director Chairman,Robert I. Rogers Jr.,Director Chairman,,2023,Attorney,
Valley State Bank,Director,Greg Trapp,President,Fleet Partners,2023,Self-Employed,
Valley State Bank,Director Sr. Vice President,Jim H. Davis,,,2023,,
Valley State Bank,Director President/CEO,Robert I. Rogers II,Managing Member,"TN Valley Forestry & Wildlife,LLC",2023,,
Valley State Bank,,Danny Gist,President,General Southern Ind. Inc.,2023,Executive,
Valley State Bank,Director,James E. Taff,,,2023,Retired Executive,
Valley State Bank,Director,Joe M. Tucker,Owner Member,Tucker Family Investment Holdings LLC,2023,CPA,
Vantage Bank,President/CEO Director,Lowell Galloway,,,2014,,4169549
Vantage Bank,President/CEO Vantage Bank,Lowell Galloway,,,2014,,4169549
Vantage Bank,Director,Danny Thrash,President,"Danny Thrash Motors,Inc.",2014,Equipment Sales,4169549
Vantage Bank,Director,Danny Thrash,President,"Transcontinental Auto Exchange,Inc.",2014,Equipment Sales,4169549
Vantage Bank,Director,David Mitchell,President,Mitchell Grocery Corporation,2014,Grocery Wholesale/Retail,4169549
Vantage Bank,Director,David Mitchell,President,"Bee Line Express,Inc.",2014,Grocery Wholesale/Retail,4169549
Vantage Bank,Director,David Mitchell,Vice President,"JMBL,Inc.",2014,Grocery Wholesale/Retail,4169549
Vantage Bank,Director,Laura Casey,,,2014,Homemaker/Community Volunteer,4169549
Vantage Bank,Director,John Weathers,Owner,Weathers Properties,2014,Real Estate Investments,4169549
Vantage Bank,Director,John Weathers,President,"United Properties,LLC",2014,Real Estate Investments,4169549
Vantage Bank,Director,John Weathers,Secretary,"Mountain Group,LLC",2014,Real Estate Investments,4169549
Vantage Bank,Director,John Weathers,Secretary,"RP 804,LLC",2014,Real Estate Investments,4169549
Vantage Bank,Director,John Weathers,President,"Downtown Properties,LLC",2014,Real Estate Investments,4169549
Vantage Bank,Director,John Weathers,Secretary,"Mountain Valley Apts.,LLC",2014,Real Estate Investments,4169549
Vantage Bank,Director,Frank McDaniel,Vice President,"McDaniel Toms Sales,Inc.",2014,Retired Vending Company Owner,4169549
Vantage Bank,Director,Benny Frazier,President,"Bobby's Auto Parts,Inc.",2014,Retail Auto Parts Sales,4169549
Vantage Bank,Director,Larry Fortenberry,C.E.O.,"D&F Equipment Sales,Inc.",2014,Poultry Processing Systems Sales,4169549
Vantage Bank,Director,Larry Fortenberry,President,"Fortenberry Aviation,LLC",2014,Poultry Processing Systems Sales,4169549
Vantage Bank,Director,Larry Fortenberry,President,Fortenberry Properties No.3 LLC,2014,Poultry Processing Systems Sales,4169549
Vantage Bank,Director,Larry Fortenberry,President,"Albertville Self Storage,LLC",2014,Poultry Processing Systems Sales,4169549
Vantage Bank,Director,Larry Fortenberry,President,"LDL Enterprises,LLC",2014,Poultry Processing Systems Sales,4169549
Vantage Bank,Director,Melvin D. Thornbury,President,"Melvin D. Thornbury,M.D.","P.C.,2014",Physician,4169549
Vantage Bank,Director,Melvin D. Thornbury,President,Sand Mountain OB/GYN Assoc.,2014,Physician,4169549
"Vantage Bancshares,Inc.",President/CEO,Lowell Galloway,,,2016,,4169549
"Vantage Bancshares,Inc.",Director,Danny Thrash,President,"Danny Thrash Motors,Inc.",2016,Equipment Sales,4169549
"Vantage Bancshares,Inc.",Director,Danny Thrash,President,"Transcontinental Auto Exchange,Inc.",2016,Equipment Sales,4169549
"Vantage Bancshares,Inc.",Director,David Mitchell,President,Mitchell Grocery Corporation,2016,Grocery Wholesale/Retail,4169549
"Vantage Bancshares,Inc.",Director,David Mitchell,President,"Bee Line Express,Inc.",2016,Grocery Wholesale/Retail,4169549
"Vantage Bancshares,Inc.",Director,David Mitchell,Vice President,"JMBL,Inc.",2016,Grocery Wholesale/Retail,4169549
"Vantage Bancshares,Inc.",Director,Laura Casey,,,2016,Homemaker/Community Volunteer,4169549
"Vantage Bancshares,Inc.",Director,John Weathers,Owner,Weathers Properties,2016,Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,John Weathers,President,"United Properties,LLC",2016,Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,John Weathers,Secretary,"Mountain Group,LLC",2016,Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,John Weathers,Secretary,"RP 804,LLC",2016,Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,John Weathers,President,"Downtown Properties,LLC",2016,Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,John Weathers,Secretary,"Mountain Valley Apts.,LLC",2016,Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,Frank McDaniel,President,"Big Spring Lake,LLC.",2016,Retired Vending Company Owner/ Golf club management,4169549
"Vantage Bancshares,Inc.",Director,Benny Frazier,President,"Bobby's Auto Parts,Inc.",2016,Retail Auto Parts Sales,4169549
"Vantage Bancshares,Inc.",Director,Larry Fortenberry,C.E.O.,"D&F Equipment Sales,Inc.",2016,Poultry Processing Systems Sales Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,Larry Fortenberry,President,"Fortenberry Aviation,LLC",2016,Poultry Processing Systems Sales Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,Larry Fortenberry,President,Fortenberry Properties No.3 LLC,2016,Poultry Processing Systems Sales Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,Larry Fortenberry,President,"Albertville Self Storage,LLC",2016,Poultry Processing Systems Sales Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,Larry Fortenberry,President,"LDL Enterprises,LLC",2016,Poultry Processing Systems Sales Real Estate Investments,4169549
"Vantage Bancshares,Inc.",Director,Melvin D. Thornbury,President,"Melvin D. Thornbury,M.D.","P.C.,2016",Physician,4169549
"Vantage Bancshares,Inc.",Director,Melvin D. Thornbury,President,Sand Mountain OB/GYN Assoc.,2016,Physician,4169549
Vantage Bank,"President/CEO,Director",Lowell Galloway,President/CEO,Vantage Bank,2017,,
Vantage Bank,Director,Danny Thrash,President,"Danny Thrash Motors,Inc.",2017,Equipment Sales,
Vantage Bank,Director,Danny Thrash,President,"Transcontinental Auto Exchange,Inc.",2017,Equipment Sales,
Vantage Bank,Director,David Mitchell,President,Mitchell Grocery Corporation,2017,Grocery Wholesale/Retail,
Vantage Bank,Director,David Mitchell,President,"Bee Line Express,Inc.",2017,Grocery Wholesale/Retail,
Vantage Bank,Director,David Mitchell,Vice President,JMBI.,2017,Grocery Wholesale/Retail,
Vantage Bank,Director,Laura Casey,Director,Weathers Properties,2017,Homemaker/Community Volunteer,
Vantage Bank,Director,Laura Casey,President,"United Properties,LLC",2017,Homemaker/Community Volunteer,
Vantage Bank,Director,Laura Casey,Secretary,"Mountain Group,LLC",2017,Homemaker/Community Volunteer,
Vantage Bank,Director,Laura Casey,Secretary,"RP 804,LLC",2017,Homemaker/Community Volunteer,
Vantage Bank,Director,Laura Casey,President,"Downtown Properties,LL.C",2017,Homemaker/Community Volunteer,
Vantage Bank,Director,Laura Casey,Secretary,"Mountain Valley Apts.,LLC",2017,Homemaker/Community Volunteer,
Vantage Bank,Director,John Weathers,Owner,Weathers Properties,2017,Real Estate Investments,
Vantage Bank,Director,Frank McDaniel,President,"Big Spring Lake,LLC.",2017,Retired Vending Company Owner/Golf club management,
Vantage Bank,Director,Benny Frazier,President,"Bobby's Auto Parts,Inc.",2017,Retail Auto Parts Sales,
Vantage Bank,Director,Larry Fortenberry,C.E.O.,"D&F Equipment Sales,Inc.",2017,Poultry Processing Systems SalesReal Estate Investments,
Vantage Bank,Director,Larry Fortenberry,President,"Fortenberry Aviation,LLC",2017,Poultry Processing Systems SalesReal Estate Investments,
Vantage Bank,Director,Larry Fortenberry,President,Fortenberry Properties No.3 LLC,2017,Poultry Processing Systems SalesReal Estate Investments,
Vantage Bank,Director,Larry Fortenberry,President,"Albertville Self Storage,LLC",2017,Poultry Processing Systems SalesReal Estate Investments,
Vantage Bank,Director,Larry Fortenberry,President,LDL Enterprises. LLC,2017,Poultry Processing Systems SalesReal Estate Investments,
Vantage Bank,Director,Melvin D. Thornbury,President,"Melvin D. Thornbury,M.D.","P.C.,2017",Physician,
Vantage Bank,Director,Melvin D. Thornbury,Managing Member,Thornbury Properties. LLC,2017,Physician,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,VICE CHAIRMAN",JAMES E BENOIT,DIRECTOR,,2014,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,VICE CHAIRMAN",PAUL R.ELEAZAR,OWNER,P.R. ELLEAZAR REALESTATE,2014,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,VICE CHAIRMAN",PAUL R.ELEAZAR,OWNER,ELEAZAR FARM,2014,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,CHAIRMAN",LYMAN VINCENT,,,2014,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,PRESIDENT & CEO",BLAKE S.WILLIAMS,,,2014,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,EXECUTIVE VICE-PRESIDENT",JOSEPH COUVILLON,,,2014,NONE,
VERMILION BANCSHARES CORPORATION,SECRETARY-TREASURER,JAMES E.BENOIT,VICE CHARIMAN,,2016,,
VERMILION BANCSHARES CORPORATION,DIRECTOR,PAUL R.ELEAZAR,VICE PRESIDENT,P.R. ELLEAZAR REALESTATE,2016,,
VERMILION BANCSHARES CORPORATION,DIRECTOR,PAUL R.ELEAZAR,VICE PRESIDENT,ELEAZAR FARM,2016,,
VERMILION BANCSHARES CORPORATION,CHAIRMAN,LYMAN VINCENT,CHAIRMAN,,2016,,
VERMILION BANCSHARES CORPORATION,PRESIDENT & CEO,BLAKE S.WILLIAMS,PRESIDENT & CEO,,2016,,
VERMILION BANCSHARES CORPORATION,VICE PRESIDENT,JOSEPH COUVILLON,EXECUTIVE VICE-PRESIDENT,,2016,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,VICE CHAIRMAN",JAMES E.BENOIT,"DIRECTOR,VICE CHAIRMAN",,2018,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,CHAIRMAN",PAUL R.ELEAZAR,OWNER,,2018,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,SECRETARY-TREASURER",LYMAN VINCENT,"DIRECTOR,SECRETARY-TREASURER",,2018,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,PRESIDENT & CEO",BLAKE S. WILLIAMS,"DIRECTOR,PRESIDENT & CEO",,2018,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,VICE PRESIDENT",JOSEPH COUVILLON,"DIRECTOR,VICE PRESIDENT",,2018,,
VERMILION BANCSHARES CORPORATION,DIRECTOR VICE CHAIRMAN,JAMES E.BENOIT,,,2019,,
VERMILION BANCSHARES CORPORATION,DIRECTOR CHAIRMAN,PAUL R.ELEAZAR,OWNER,P.R. ELLEAZAR REALESTATE,2019,,
VERMILION BANCSHARES CORPORATION,DIRECTOR CHAIRMAN,PAUL R.ELEAZAR,OWNER,ELEAZAR FARM,2019,,
VERMILION BANCSHARES CORPORATION,DIRECTOR SECRETARY-TREASURER,LYMAN VINCENT,,,2019,,
VERMILION BANCSHARES CORPORATION,DIRECTOR PRESIDENT & CEO,BLAKE S. WILLIAMS,,,2019,,
VERMILION BANCSHARES CORPORATION,DIRECTOR VICE PRESIDENT,JOSEPH COUVILLON,PRESIDENT,,2019,,
VERMILION BANCSHARES CORPORATION,DIRECTOR VICE PRESIDENT,JAMES E.BENOIT,DIRECTOR,,2020,,
VERMILION BANCSHARES CORPORATION,SECRETARY-TREASURER,PAUL R.ELEAZAR,OWNER,P.R. ELLEAZAR REALESTATE,2020,DIRECTOR,
VERMILION BANCSHARES CORPORATION,SECRETARY-TREASURER,PAUL R.ELEAZAR,OWNER,ELEAZAR FARM,2020,DIRECTOR,
VERMILION BANCSHARES CORPORATION,CHARIMAN,LYMAN VINCENT,,,2020,DIRECTOR,
VERMILION BANCSHARES CORPORATION,VICE CHAIRMAN,BLAKE S. WILLIAMS,,,2020,DIRECTOR,
VERMILION BANCSHARES CORPORATION,PRESIDENT & CEO,JOSEPH COUVILLON,,,2020,DIRECTOR,
VERMILION BANCSHARES CORPORATION,DIRECTOR VICE PRESIDENT,JAMES E.BENOIT,,,2021,,
VERMILION BANCSHARES CORPORATION,DIRECTOR SECRETARY-TREASURER,PAUL R.ELEAZAR,OWNER,P.R. ELLEAZAR REALESTATE,2021,,
VERMILION BANCSHARES CORPORATION,DIRECTOR SECRETARY-TREASURER,PAUL R.ELEAZAR,OWNER,ELEAZAR FARM,2021,,
VERMILION BANCSHARES CORPORATION,DIRECTOR CHARIMAN,LYMAN VINCENT,,,2021,,
VERMILION BANCSHARES CORPORATION,DIRECTOR VICE CHAIRMAN,BLAKE S.WILLIAMS,,,2021,,
VERMILION BANCSHARES CORPORATION,DIRECTOR PRESIDENT & CEO,JOSEPH COUVILLON,,,2021,,
VERMILION BANCSHARES CORPORATION,,MATTHEWS FAMILY,PRINCIPAL SECURITIES HOLDER,,2021,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,SECRETARY-TREASURER",LYMAN VINCENT,,,2022,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,CHAIRMAN",BLAKE S. WILLIAMS,,,2022,,
VERMILION BANCSHARES CORPORATION,"DIRECTOR,PRESIDENT & CEO",JOSEPH COUVILLON,,,2022,,
VERMILION BANCSHARES CORPORATION,DIRECTOR,TRAVISJ ROUSSEL,PRESIDENT,LARRY'S SUPER FOODS,2022,,
VERMILION BANCSHARES CORPORATION,DIRECTOR,TRAVISJ ROUSSEL,MEMBER,T&M ROUSSEL PROPERTIES LLC,2022,,
VERMILION BANCSHARES CORPORATION,DIRECTOR,TERRYJ BROUSSARD,OWNER,BROUSSARD REALTY AND APPRAISALS,2022,,
VERMILION BANCSHARES CORPORATION,DIRECTOR,TERRYJ BROUSSARD,MANAGER,TJB INVESTMENTS LLC,2022,,
VERMILION BANCSHARES CORPORATION,PRINCIPAL SECURITIES HOLDER,MATTHEWS FAMILY,,,2022,,
VERMILION BANCSHARES CORPORATION,PRINCIPAL SECURITIES HOLDER,BENOIT FAMILY,,,2022,,
VERMILION BANCSHARES CORPORATION,DIRECTOR VICE CHARIMAN,LYMAN VINCENT,DIRECTOR,,2023,,
VERMILION BANCSHARES CORPORATION,DIRECTOR CHAIRMAN,BLAKE S.WILLIAMS,DIRECTOR,,2023,,
VERMILION BANCSHARES CORPORATION,DIRECTOR PRESIDENT & CEO,JOSEPH COUVILLON,DIRECTOR,,2023,,
VERMILION BANCSHARES CORPORATION,DIRECTOR SECRETARY-TREASURER,TRAVIS ROUSSEL,DIRECTOR PRESIDENT,LARRY'S SUPER FOODS,2023,,
VERMILION BANCSHARES CORPORATION,DIRECTOR SECRETARY-TREASURER,TRAVIS ROUSSEL,DIRECTOR PRESIDENT,T&M ROUSSEL PROPERTIES LLC,2023,,
VERMILION BANCSHARES CORPORATION,DIRECTOR VICE-PRESIDENT,TERRY BROUSSARD,DIRECTOR,BROUSSARD REALTY,2023,,
VERMILION BANCSHARES CORPORATION,DIRECTOR VICE-PRESIDENT,TERRY BROUSSARD,DIRECTOR,TJB INVESTMENTS LLC,2023,,
VERMILION BANCSHARES CORPORATION,PRINCIPAL SECURITIES HOLDER,MATTHEWS FAMILY,,,2023,,
VERMILION BANCSHARES CORPORATION,PRINCIPAL SECURITIES HOLDER,BENOIT FAMILY,,,2023,,
"Villages Bancorporation,Inc.",Director,Clifton L. Bridges,,,2014,Retired - Medical Doctor,2012315
"Villages Bancorporation,Inc.",Executive Vice President,Lindsey M. Blaise,,,2014,Executive Vice President Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,C. Dale Borrowman,,The Villages Technology Solutions Group,2014,Business Owner/President,2012315
"Villages Bancorporation,Inc.",Director,W. Thomas Brooks,Treasurer,"Holding Co of The Villages,Inc.",2014,CPA/Corporate Treasurer,2012315
"Villages Bancorporation,Inc.",Director,Stephen T. Kurtz,,,2014,President/CEO Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,"Michael S. Levine,MD",,Radiology Assoc. of Lake County,2014,Radiologist,2012315
"Villages Bancorporation,Inc.",Director,Mark G. Morse,Exec Vice Pres,"Holding Co of The Villages,Inc.",2014,Developer,2012315
"Villages Bancorporation,Inc.",Director,Steve Roy,Attorney,"McLin,Bursed PA",2014,Attorney,2012315
"Villages Bancorporation,Inc.",Director,Danny Al Schmid,,,2014,Retired - EVP Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,John F. Wise,CFO/Treasurer,Villages of Lake Sumter,2014,CFO,2012315
"Villages Bancorporation,Inc.",Director,Clifton L. Bridges,,,2015,Retired - Medical Doctor,2012315
"Villages Bancorporation,Inc.",Director,Lindsey M. Blaise,,,2015,Executive Vice President Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,C. Dale Borrowman,,The Villages Technology Solutions Group,2015,Business Owner/President,2012315
"Villages Bancorporation,Inc.",Director,W. Thomas Brooks,,"Holding Co of The Villages,Inc.",2015,CPA/Corporate Treasurer,2012315
"Villages Bancorporation,Inc.",Director,Robert. D. Eddy,,"Villages of Lake Sumter,Inc.",2015,"CFO Villages of Lake Sumter,Inc.",2012315
"Villages Bancorporation,Inc.",President,Stephen T. Kurtz,,,2015,President/CEO Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,"Michael S. Levine,MD",,Radiology Assoc. of Lake County,2015,Radiologist,2012315
"Villages Bancorporation,Inc.",Director,Mark G. Morse,,"Holding Co of The Villages,Inc.",2015,Developer,2012315
"Villages Bancorporation,Inc.",Director,Steve Roy,,"McLin,Bursed PA",2015,Attorney,2012315
"Villages Bancorporation,Inc.",Director,Danny Al Schmid,,,2015,Retired - EVP Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,John F. Wise,,,2015,"Retired CFO Villages of Lake Sumter,Inc.",2012315
"Villages Bancorporation,Inc.",,Tracy L. Mathews,,"Holding Co of The Villages,Inc.",2015,Developer/Comm Design,2012315
"Villages Bancorporation,Inc.",,Jennifer Parr,,"Holding Co of The Villages,Inc.",2015,Developer/Sales Operations,2012315
"Villages Bancorporation,Inc.",EVP,Jay Bartholomew,EVP,Citizens First Bank,2016,Executive Vice President (EVP),2012315
"Villages Bancorporation,Inc.",Director,Clifton L. Bridges,Director,,2016,Retired Medical Doctor,2012315
"Villages Bancorporation,Inc.",President,Lindsey M. Blaise,President,Citizens First Bank,2016,President,2012315
"Villages Bancorporation,Inc.",Director,C. Dale Borrowman,Director,The Villages Technology Solutions Group,2016,Business Owner/President,2012315
"Villages Bancorporation,Inc.",Director,W. Thomas Brooks,Director,,2016,Retired - CPA,2012315
"Villages Bancorporation,Inc.",Director,Robert. D. Eddy,CFO,Holding Company of The Villages,2016,"CPA,CFO",2012315
"Villages Bancorporation,Inc.",Director,Stephen T. Kurtz,CEO,Citizens First Bank,2016,CEO,2012315
"Villages Bancorporation,Inc.",Director,"Michael S. Levine,MD",Director,Radiology Assoc. of Lake County,2016,Radiologist,2012315
"Villages Bancorporation,Inc.",Director,Mark G. Morse,President,"Holding Co of The Villages,Inc.",2016,Developer,2012315
"Villages Bancorporation,Inc.",Director,Steven M. Roy,Director,"McLin,Bursed PA",2016,Attorney,2012315
"Villages Bancorporation,Inc.",Director,Danny Al Schmid,Director,,2016,Retired - EVP,2012315
"Villages Bancorporation,Inc.",Director,John F. Wise,Director,,2016,"Retired - CPA,CFO",2012315
"Villages Bancorporation,Inc.",,Tracy L. Mathews,,"Holding Company of The Villages,Inc.",2016,Developer/Comm Design,2012315
"Villages Bancorporation,Inc.",,Jennifer Parr,,"Holding Co of The Villages,Inc.",2016,Developer/Sales Operations,2012315
"Villages Bancorporation,Inc.",Director,Clifton L. Bridges,,Bridgewater Landing,2017,Retired - Medical Doctor,2012315
"Villages Bancorporation,Inc.",Director,Clifton L. Bridges,,"Bridges Rentals,Inc.",2017,Retired - Medical Doctor,2012315
"Villages Bancorporation,Inc.",Director,Clifton L. Bridges,,"Casom,LLC",2017,Retired - Medical Doctor,2012315
"Villages Bancorporation,Inc.",President,Lindsey M. Blaise,President,Citizens First Wholesale Mortgage Co,2017,President Citizens First Bank,2012315
"Villages Bancorporation,Inc.",President,Lindsey M. Blaise,Board Member,Southern Trace POA,2017,President Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,Lindsey M. Blaise,Officer/Director,Insurance Agencies of the Villages,2017,President Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,Lindsey M. Blaise,Member,"Blaise Orange,LLC",2017,President Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,Lindsey M. Blaise,Member,"Elbee Farms,LLC",2017,President Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,Lindsey M. Blaise,Officer/Director,"Central Florida Health,Inc.",2017,President Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,Lindsey M. Blaise,Officer/Director,"Leesburg Regional Medical Center,Inc.",2017,President Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,Lindsey M. Blaise,Officer/Director,"The Villages Tri-County Medical Center,Inc.",2017,President Citizens First Bank,2012315
"Villages Bancorporation,Inc.",Director,C. Dale Borrowman,LLC,"Villages Technology Solutions Group,LLC",2017,Business Owner/President,2012315
