Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
Progressive Financial Group,Director,T. Scott Edwards,Owner,"Micro Rentals,LLC",2016,Manufacturing/Tool & Die,
Progressive Financial Group,Director,T. Scott Edwards,Owner,"Prae-Dawn Fishery,LLC.",2016,Manufacturing/Tool & Die,
Progressive Financial Group,Director,T. Scott Edwards,Owner,"Pro-Vision Hockey Academy,LLC.",2016,Manufacturing/Tool & Die,
Progressive Financial Group,Director,Brandon Smith,Owner,Potter's Kashway Home Center Inc.,2016,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Owner,"Crossville Cash Home Center,Inc.",2016,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Owner,"Potter's Home Center of Monticello,LLC.",2016,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Owner,"Potter's Home Center of Jacksboro,LLC.",2016,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Owner,"Potter's Ace Hardware of Algood,LLC.",2016,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Owner,"Potter's of Cumberland County,LLC",2016,Hardware Retail,
Upper Cumberland Bancshares Inc.,CEO,Bruce E. Elder,,,2016,Banker,
Upper Cumberland Bancshares Inc.,Pres/CFO/Cshr/Director/Sec,Michael D. Officer,,,2016,Banker,
Upper Cumberland Bancshares Inc.,Director,J Allen Smith,,,2016,Banker,
Upper Cumberland Bancshares Inc.,Director,Joseph Amonett,,,2016,Insurance,
Upper Cumberland Bancshares Inc.,Director,Stephen Bilbrey,,,2016,Grocery,
Upper Cumberland Bancshares Inc.,Director,Gale Copeland,,,2016,Retired,
Upper Cumberland Bancshares Inc.,Chairman,John Keisling,Agent/Treasurer,"Keisling Insurance Agency,Inc.",2016,Insurance,
Upper Cumberland Bancshares Inc.,Director,Johnnie A. Keisling,,,2016,Retired,
Upper Cumberland Bancshares Inc.,Director,Bobby H. Mullins,President,"Mullins Lumber Co.,Inc.",2016,Retired,
Upper Cumberland Bancshares Inc.,Director,Paul Roberts,,,2016,CPA,
Upper Cumberland Bancshares Inc.,Director,Larry T. Conner,,,2016,Retired,
Upper Cumberland Bancshares Inc.,Director,David Reeves,President,Albany Redi-Mix,2016,Concrete Plant,
Upper Cumberland Bancshares Inc.,Director,Terry White,President,"BWI Pipe and Supply,Inc.",2016,Pipe Supply,
Upper Cumberland Bancshares Inc.,Senior VP,Chris Smith,,,2016,Banker,
Upper Cumberland Bancshares Inc.,,ESOP Trust,,,2016,Holding Company,
Upper Cumberland Bancshares Inc.,,Progressive Financial Group,,,2016,Holding Company,
Progressive Financial Group,,The Estate of Steve Rains,,,2017,,
Progressive Financial Group,President/CEO,Gary Hicks,President/CEO,Progressive Savings Bank,2017,Banker,
Progressive Financial Group,Director,Ottis Phillips,,Phillips Properties Partnership,2017,Retired,
Progressive Financial Group,Director,Robert M. Dowell,,Progressive Savings Bank,2017,Retired,
Progressive Financial Group,Director,T. Scott Edwards,Director,"Micro Metals,Inc.",2017,Manufacturing/Tool & Die,
Progressive Financial Group,Director,T. Scott Edwards,Director,Top of Hill Properties,2017,Manufacturing/Tool & Die,
Progressive Financial Group,Director,T. Scott Edwards,Director,"Micro Rentals,LLC",2017,Manufacturing/Tool & Die,
Progressive Financial Group,Director,T. Scott Edwards,Director,"Prae-Dawn Fishery,LLC.",2017,Manufacturing/Tool & Die,
Progressive Financial Group,Director,T. Scott Edwards,Director,"Pro-Vision Hockey Academy,LLC.",2017,Manufacturing/Tool & Die,
Progressive Financial Group,Director,Brandon Smith,Director,Potter's Kashway Home Center Inc.,2017,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Director,"Crossville Cash Home Center,Inc.",2017,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Director,"Potter's Home Center of Monticello,LLC.",2017,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Director,"Potter's Home Center of Jacksboro,LLC.",2017,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Director,"Potter's Ace Hardware of Algood,LLC.",2017,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Director,"Potter's of Cumberland County,LLC",2017,Hardware Retail,
Progressive Financial Group,Director,Robert R. Ramsey,Director,"Stonehaus Winery,Inc",2017,Retired,
Progressive Financial Group,Director,Robert R. Ramsey,Director,JRDD Properties,2017,Retired,
Upper Cumberland Bancshares Inc.,CEO,Bruce E. Elder,,,2017,Banker,
Upper Cumberland Bancshares Inc.,Pres/CFO/Cshr/Director/Sec,Michael D. Officer,,,2017,Banker,
Upper Cumberland Bancshares Inc.,Director,J Allen Smith,,,2017,Banker,
Upper Cumberland Bancshares Inc.,Director,Joseph Amonett,,,2017,Insurance,
Upper Cumberland Bancshares Inc.,Director,Stephen Bilbrey,,,2017,Grocery,
Upper Cumberland Bancshares Inc.,Director,Gale Copeland,,,2017,Retired,
Upper Cumberland Bancshares Inc.,Chairman,John Keisling,Agent/Treasurer,"Keisling Insurance Agency,Inc.",2017,Insurance,
Upper Cumberland Bancshares Inc.,Director,Johnnie A. Keisling,,,2017,Retired,
Upper Cumberland Bancshares Inc.,Director,Bobby H. Mullins,President,"Mullins Lumber Co.,Inc.",2017,Retired,
Upper Cumberland Bancshares Inc.,Director,Paul Roberts,,,2017,CPA,
Upper Cumberland Bancshares Inc.,Director,Larry T. Conner,,,2017,Retired,
Upper Cumberland Bancshares Inc.,Director,David Reeves,President,Albany Redi-Mix,2017,Concrete Plant,
Upper Cumberland Bancshares Inc.,Director,Terry White,President,"BWI Pipe and Supply,Inc.",2017,Pipe Supply,
Upper Cumberland Bancshares Inc.,Senior VP,Chris Smith,,,2017,Banker,
Progressive Financial Group,,Emily Phillips Rains,,,2018,,
Progressive Financial Group,CFO,Gary Hicks,,,2018,Accountant,
Progressive Financial Group,President/CEO,Ottis Phillips,Owner,Phillips Properties Partnership,2018,President/CEO,
Progressive Financial Group,Director,Robert M. Dowell,,,2018,Retired,
Progressive Financial Group,Director,T. Scott Edwards,Owner,"Micro Metals,Inc.",2018,Manufacturing/Tool & Die,
Progressive Financial Group,Director,T. Scott Edwards,Owner,Top of Hill Properties,2018,Manufacturing/Tool & Die,
Progressive Financial Group,Director,T. Scott Edwards,Owner,"Micro Rentals,LLC",2018,Manufacturing/Tool & Die,
Progressive Financial Group,Director,T. Scott Edwards,Owner,"Prae-Dawn Fishery,LLC.",2018,Manufacturing/Tool & Die,
Progressive Financial Group,Director,T. Scott Edwards,Owner,"Pro-Vision Hockey Academy,LLC.",2018,Manufacturing/Tool & Die,
Progressive Financial Group,Director,Brandon Smith,Partner,Potter's Home Center of Jacksboro,2018,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Manager,"Potter's Shopping Center,Inc.",2018,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Owner,"BSS Holdings,LLC.",2018,Hardware Retail,
Progressive Financial Group,Director,Brandon Smith,Partner,Potter TN GP,2018,Hardware Retail,
Progressive Financial Group,Director,Paul P. Roberts,Member,Allen & Roberts PLLC,2018,Accountant,
Progressive Financial Group,Director,Paul P. Roberts,Member,Baron USA LLC.,2018,Accountant,
Progressive Financial Group,Director,Paul P. Roberts,President,Baron USA Leasing Inc.,2018,Accountant,
Progressive Financial Group,Director,Paul P. Roberts,Member,"Fitzgerald Peterbilt,LLC.",2018,Accountant,
Progressive Financial Group,Director,Paul P. Roberts,Partner,TP Properties,2018,Accountant,
Upper Cumberland Bancshares Inc.,CEO,Bruce E. Elder,,,2018,Banker,
Upper Cumberland Bancshares Inc.,Pres/CFO/Cshr/Director/Sec,Michael D. Officer,,,2018,Banker,
Upper Cumberland Bancshares Inc.,Director,Joseph Amonett,,,2018,Insurance,
Upper Cumberland Bancshares Inc.,Director,Stephen Bilbrey,,,2018,Grocery,
Upper Cumberland Bancshares Inc.,Director,Gale Copeland,,,2018,Retired,
Upper Cumberland Bancshares Inc.,Chairman,John Keisling,Agent/Treasurer,"Keisling Insurance Agency,Inc.",2018,Insurance,
Upper Cumberland Bancshares Inc.,Director,Bobby H. Mullins,President,"Mullins Lumber Co.,Inc.",2018,Retired,
Upper Cumberland Bancshares Inc.,Director,Larry T. Conner,,,2018,Retired,
Upper Cumberland Bancshares Inc.,Director,David Reeves,President,Albany Redi-Mix,2018,Concrete Plant,
Upper Cumberland Bancshares Inc.,Director,Terry White,President,"BWI Pipe and Supply,Inc.",2018,Pipe Supply,
Upper Cumberland Bancshares Inc.,Senior VP,Chris Smith,,,2018,Banker,
Progressive Financial Group,,Emily Phillips Rains,,,2019,,
Progressive Financial Group,CFO,Gary Hicks,,,2019,Accountant,
Progressive Financial Group,President/CEO,Ottis Phillips,,Phillips Properties Partnership,2019,President/CEO,
Progressive Financial Group,Director,Robert M. Dowell,,"Micro Metals,Inc.",2019,Retired,
Progressive Financial Group,Director,Robert M. Dowell,,Top of Hill Properties,2019,Retired,
Progressive Financial Group,Director,Robert M. Dowell,,"Micro Rentals,LLC",2019,Retired,
Progressive Financial Group,Director,Robert M. Dowell,,"Prae-Dawn Fishery,LLC.",2019,Retired,
Progressive Financial Group,Director,Robert M. Dowell,,"Pro-Vision Hockey Academy,LLC.",2019,Retired,
Progressive Financial Group,Director,T. Scott Edwards,,Potter's Home Center of Jacksboro,2019,Hardware Retail,
Progressive Financial Group,Director,T. Scott Edwards,,"Potter's Shopping Center,Inc.",2019,Hardware Retail,
Progressive Financial Group,Director,T. Scott Edwards,,"BSS Holdings,LLC.",2019,Hardware Retail,
Progressive Financial Group,Director,T. Scott Edwards,,Potter TN GP,2019,Hardware Retail,
Progressive Financial Group,Director,Paul P. Roberts,,Allen & Roberts PLLC,2019,Accountant,
Progressive Financial Group,Director,Paul P. Roberts,,Baron USA LLC.,2019,Accountant,
Progressive Financial Group,Director,Paul P. Roberts,,Baron USA Leasing Inc.,2019,Accountant,
Progressive Financial Group,Director,Paul P. Roberts,,"Fitzgerald Peterbilt,LLC.",2019,Accountant,
Progressive Financial Group,Director,Paul P. Roberts,,TP Properties,2019,Accountant,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner/President,Tera Properties,2015,Government Contractor,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner-Recast Partner,Charger Holdings,2015,Government Contractor,
Progress Financial Corporation,"Director,President and CEO",David Nast,,,2015,,
Progress Financial Corporation,Vice Chairman and Director,Larry Weaver,Attorney,Wilmer & Lee,2015,Attorney,
Progress Financial Corporation,Secretary and Director,Bhavani Kakani,President,"AshaKiran,A Ray of Hope",2015,Community Advocate,
Progress Financial Corporation,"Director,Huntsville President","General Banking Executive,Lee Hoekenschnieder",,,2015,,
Progress Financial Corporation,Committee Chair and Director,Sheila Brown,Founder/CEO,QuantiTech,2015,Government Contractor,
Progress Financial Corporation,Committee Chair and Director,Jim Caudle,Chairman/CEO,United Plating,2015,Manufacturing,
Progress Financial Corporation,Director,Eric Janssen,President and Surgeon,Sportsmed,2015,Surgeon,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,"Pontiac,Cadillac",Hyundai,"& Chevrolet,2015",Automobile Dealer
Progress Financial Corporation,Director,Doug Ruggles,CEO,"MSCO,Inc.",2015,Industrial Supplier,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,,,2016,Government Contractor,
Progress Financial Corporation,"Director,President and CEO",David Nast,,,2016,,
Progress Financial Corporation,Vice Chairman and Director,Larry Weaver,Attorney,Wilmer & Lee,2016,Attorney,
Progress Financial Corporation,Secretary and Director,Bhavani Kakani,President,"AshaKiran,A Ray of Hope",2016,Community Advocate,
Progress Financial Corporation,Committee Chair and Director,Sheila Brown,Founder/CEO,QuantiTech,2016,Government Contractor,
Progress Financial Corporation,Committee Chair and Director,Jim Caudle,Chairman/CEO,United Plating,2016,Manufacturing,
Progress Financial Corporation,Director,Eric Janssen,President and Surgeon,Sportsmed,2016,Surgeon,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,"Pontiac,Cadillac",Hyundai,"& Chevrolet,2016",Automobile Dealer
Progress Financial Corporation,Director,Doug Ruggles,CEO,"MSCO,Inc.",2016,Industrial Supplier,
Progress Financial Corporation,Director,Bradley J. Sklar,Attorney,"Sirote & Permutt,P.C.",2016,Tax Attorney,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner/President,Tera Properties,2017,Government Contractor,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner/President,Recast,2017,Government Contractor,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner/President,Charger Holdings,2017,Government Contractor,
Progress Financial Corporation,"Director,President and CEO",David Nast,,,2017,,
Progress Financial Corporation,Vice Chairman and Director,Larry Weaver,Attorney,Wilmer & Lee,2017,Attorney,
Progress Financial Corporation,Secretary and Director,Bhavani Kakani,President,"AshaKiran,A Ray of Hope",2017,Community Advocate,
Progress Financial Corporation,"Director,Huntsville President","General Banking Executive,Lee Hoekenschnieder",,,2017,,
Progress Financial Corporation,Committee Chair and Director,Sheila Brown,Founder/CEO,QuantiTech,2017,Government Contractor,
Progress Financial Corporation,Committee Chair and Director,Jim Caudle,Chairman/CEO,United Plating,2017,Manufacturing,
Progress Financial Corporation,Director,Eric Janssen,President and Surgeon,Sportsmed,2017,Surgeon,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,Pontiac,2017,Automobile Dealer,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,Cadillac,2017,Automobile Dealer,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,Hyundai,2017,Automobile Dealer,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,Chevrolet,2017,Automobile Dealer,
Progress Financial Corporation,Director,Doug Ruggles,CEO,"MSCO,Inc",2017,Industrial Supplier,
Progress Financial Corporation,Director,Bradley J Sklar,Attorney,"Sirote & Permutt,P. C",2017,Tax Attorney,
Progress Financial Corporation,Director,"Elam P Holley,Jr",Retired President & CEO,First Partners Bank,2017,"Bank President,Retired",
Progress Financial Corporation,Director,Kevin B. Kynerd,President & CEO,"Bradford Building Co,Inc",2017,General Contractor,
Progress Financial Corporation,Director,"Charles A Chip McCallum,III",Retired Chairman of Board,First Partners Bank,2017,Accountant & Attorney,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner/President,Tera Properties,2018,Government Contractor,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner/President,Charger Holdings,2018,Government Contractor,
Progress Financial Corporation,President and CEO,David Nast,,,2018,,
Progress Financial Corporation,Vice Chairman and Director,Larry Weaver,Attorney,Wilmer & Lee,2018,Attorney,
Progress Financial Corporation,Secretary and Director,Bhavani Kakani,President,"AshaKiran,A Ray of Hope",2018,Community Advocate,
Progress Financial Corporation,Director,Lee Hoekenschnieder,,,2018,,
Progress Financial Corporation,Committee Chair and Director,Sheila Brown,Founder/CEO,QuantiTech,2018,Government Contractor,
Progress Financial Corporation,Committee Chair and Director,Jim Caudle,Chairman/CEO,United Plating,2018,Manufacturing,
Progress Financial Corporation,Director,Eric Janssen,President and Surgeon,Sportsmed,2018,Surgeon,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,"Pontiac,Cadillac",Hyundai,"& Chevrolet,2018",Automobile Dealer
Progress Financial Corporation,Director,Doug Ruggles,CEO,"MSCO,Inc.",2018,Industrial Supplier,
Progress Financial Corporation,Director,Bradley J. Sklar,Attorney,"Sirote & Permutt,P.C.",2018,Tax Attorney,
Progress Financial Corporation,Director,"Elam P. Holley,Jr.",Retired President & CEO,First Partners Bank,2018,"Bank President,Retired",
Progress Financial Corporation,Director,Kevin B. Kynerd,President & CEO,"Bradford Building Co,Inc.",2018,General Contractor,
Progress Financial Corporation,Director,"Charles A. Chip McCallum,III",Retired Chairman of Board,First Partners Bank,2018,Accountant & Attorney,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner/President,Tera Properties,2019,Government Contractor,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Partner,Charger Holdings,2019,Government Contractor,
Progress Financial Corporation,"Director,President and CEO",David Nast,,,2019,,
Progress Financial Corporation,Vice Chairman and Director,Larry Weaver,Attorney,Wilmer & Lee,2019,Attorney,
Progress Financial Corporation,Secretary and Director,Bhavani Kakani,President,"AshaKiran,A Ray of Hope",2019,Community Advocate,
Progress Financial Corporation,"Director,Huntsville President","General Banking Executive,Lee Hoekenschnieder",,,2019,,
Progress Financial Corporation,Committee Chair and Director,Sheila Brown,Founder/CEO,QuantiTech,2019,Government Contractor,
Progress Financial Corporation,Committee Chair and Director,Jim Caudle,Chairman/CEO,United Plating,2019,Manufacturing,
Progress Financial Corporation,Director,Eric Janssen,President and Surgeon,Sportsmed,2019,Surgeon,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,"Pontiac,Cadillac",Hyundai,"& Chevrolet,2019",Automobile Dealer
Progress Financial Corporation,Director,Doug Ruggles,CEO,"MSCO,Inc.",2019,Industrial Supplier,
Progress Financial Corporation,Director,Bradley J. Sklar,Attorney,"Sirote & Permutt,P.C.",2019,Tax Attorney,
Progress Financial Corporation,Director,"Elam P. Holley,Jr.",Retired President & CEO,First Partners Bank,2019,"Bank President,Retired",
Progress Financial Corporation,Director,Kevin B. Kynerd,President & CEO,"Bradford Building Co,Inc.",2019,General Contractor,
Progress Financial Corporation,Director,"Charles A. Chip McCallum,III",Retired Chairman of Board,First Partners Bank,2019,Accountant & Attorney,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner,Tera Properties,2020,Government Contractor,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner,Recast,2020,Government Contractor,
Progress Financial Corporation,"Director,President and CEO",David Nast,Partner,Charger Holdings,2020,,
Progress Financial Corporation,Vice Chairman and Director,Larry Weaver,Attorney,Wilmer & Lee,2020,Attorney,
Progress Financial Corporation,Secretary and Director,Bhavani Kakani,President,"AshaKiran,A Ray of Hope",2020,Community Advocate,
Progress Financial Corporation,"Director,Huntsville President","General Banking Executive,Lee Hoekenschnieder",,,2020,,
Progress Financial Corporation,Committee Chair and Director,Sheila Brown,Founder/CEO,QuantiTech,2020,Government Contractor,
Progress Financial Corporation,Committee Chair and Director,Jim Caudle,Chairman/CEO,United Plating,2020,Manufacturing,
Progress Financial Corporation,Director,Eric Janssen,President and Surgeon,Sportsmed,2020,Surgeon,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,,2020,Automobile Dealer,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,"Pontiac,Cadillac",Hyundai,"& Chevrolet,2020",Automobile Dealer
Progress Financial Corporation,Director,Doug Ruggles,CEO,"MSCO,Inc.",2020,Industrial Supplier,
Progress Financial Corporation,Director,Bradley J. Sklar,Attorney,"Sirote & Permutt,P.C.",2020,Tax Attorney,
Progress Financial Corporation,Director,"Elam P. Holley,Jr.",Retired President & CEO,First Partners Bank,2020,"Bank President,Retired",
Progress Financial Corporation,Director,Kevin B. Kynerd,President & CEO,"Bradford Building Co,Inc.",2020,General Contractor,
Progress Financial Corporation,Director,"Charles A. Chip McCallum,III",Retired Chairman of Board,First Partners Bank,2020,Accountant & Attorney,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner/President,Tera Properties,2021,Government Contractor,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner/President,Recast,2021,Government Contractor,
Progress Financial Corporation,Chairman and Director,Charlie Vaughn,Owner/President,Charger Holdings,2021,Government Contractor,
Progress Financial Corporation,"Director,President and CEO",David Nast,,,2021,,
Progress Financial Corporation,Vice Chairman and Director,Larry Weaver,Attorney,Wilmer & Lee,2021,Attorney,
Progress Financial Corporation,Secretary and Director,Bhavani Kakani,President,"AshaKiran,A Ray of Hope",2021,Community Advocate,
Progress Financial Corporation,"Director,Huntsville President","General Banking Executive,Lee Hoekenschnieder",,,2021,,
Progress Financial Corporation,Committee Chair and Director,Sheila Brown,Founder/CEO,QuantiTech,2021,Government Contractor,
Progress Financial Corporation,Committee Chair and Director,Jim Caudle,Chairman/CEO,United Plating,2021,Manufacturing,
Progress Financial Corporation,Director,Eric Janssen,President and Surgeon,Sportsmed,2021,Surgeon,
Progress Financial Corporation,Director,Phillip Trey Bentley III,Operator,"Pontiac,Cadillac",Hyundai,"& Chevrolet,2021",Automobile Dealer
Progress Financial Corporation,Director,Doug Ruggles,CEO,"MSCO,Inc.",2021,Industrial Supplier,
Progress Financial Corporation,Director,Bradley J. Sklar,Attorney,"Sirote & Permutt,P.C.",2021,Tax Attorney,
Progress Financial Corporation,Director,"Elam P. Holley,Jr.",Retired President & CEO,First Partners Bank,2021,"Bank President,Retired",
Progress Financial Corporation,Director,Kevin B. Kynerd,President & CEO,"Bradford Building Co,Inc.",2021,General Contractor,
Progress Financial Corporation,Director,"Charles A. Chip McCallum,III",Retired Chairman of Board,First Partners Bank,2021,Accountant & Attorney,
"PromiseOne Bancorp,Inc.",Chairman / Director,James Cho,Chairman / Director,Am-Ko Building Maintenance Inc.,2019,Business Owner,
"PromiseOne Bancorp,Inc.",Director,Francis D. Kim,,,2019,Retired,
"PromiseOne Bancorp,Inc.",Director,Yoonsung Kim,Owner,European Optical Corp,2019,Optometrist,
"PromiseOne Bancorp,Inc.","Director,Director",Jong K. (Jake) Lee,Co-Owner,SR Crossing,2019,Business Owner,
"PromiseOne Bancorp,Inc.","Director,Director",Dohyung (Daniel) Lim,Owner,Twin Peak International,2019,Business Owner,
"PromiseOne Bancorp,Inc.","Director,Director",Bong U. (Peter) Nam,,,2019,Retired,
"PromiseOne Bancorp,Inc.",Director,Young A. Sohn,,,2019,Retired,
"PromiseOne Bancorp,Inc.","Director/CEO & President,Director/CEO & President",Jake D. Park,,,2019,,
"PromiseOne Bancorp,Inc.","EVP & Chief Financial Officer,EVP & Chief Financial Officer",Tammy Jang,,,2019,,
"PromiseOne Bancorp,Inc.","EVP & Chief Credit Officer,EVP & Chief Credit Officer",Soo Song,,,2019,,
"PromiseOne Bancorp,Inc.","ESVP & Chief Operations Administrator,ESVP & Chief Operations Administrator",Hyelee Yoon,,,2019,,
"Promise One Bancorp,Inc.",Chairman / Director,James Cho,Chairman/Director,Am-Ko Building Maintenance Inc.,2020,Business Owner,3832127
"Promise One Bancorp,Inc.",Director,Francis D. Kim,,,2020,Retired,3832127
"Promise One Bancorp,Inc.",Director,Yoonsung Kim,Owner,European Optical Corp,2020,Optometrist,3832127
"Promise One Bancorp,Inc.",Director,Jong K (Jake) Lee,CFO/Director,Unlimited PCS,2020,Business Owner,3832127
"Promise One Bancorp,Inc.",Director,Dohyung (Daniel) Lim,Owner,Twin Peak International,2020,Business Owner,3832127
"Promise One Bancorp,Inc.",Director,Bong U (Peter) Nam,,,2020,Retired,3832127
"Promise One Bancorp,Inc.",Director,Young A. Sohn,,,2020,Retired,3832127
"Promise One Bancorp,Inc.",Director/CEO & President,Jake D Park,,,2020,,3832127
"Promise One Bancorp,Inc.",EVP & Chief Financial Officer,Tammy Jang,,,2020,,3832127
"Promise One Bancorp,Inc.",EVP & Chief Credit Officer,Soo Song,,,2020,,3832127
"Promise One Bancorp,Inc.",EVP & Chief Operations Administrator,Hyelee Yoon,,,2020,,3832127
"Promise One Bancorp,Inc.",Chairman / Director,James Cho,President,Am-Ko Building Maintenance Inc.,2021,Business Owner,
"Promise One Bancorp,Inc.",Director,Francis D. Kim,President,"FJAR Property,LLC",2021,Business Owner,
"Promise One Bancorp,Inc.",Director,Yoonsung Kim,CEO,European Optical Corp,2021,Optometrist,
"Promise One Bancorp,Inc.",Director,Jong K. (Jake) Lee,Director,Unlimited PCS,2021,Business Owner,
"Promise One Bancorp,Inc.",Director,Dohyung (Daniel) Lim,President,Twin Peak International,2021,Business Owner,
"Promise One Bancorp,Inc.",Director,Bong U. (Peter) Nam,,,2021,Retired,
"Promise One Bancorp,Inc.",Director,Young A. Sohn,,,2021,Retired,
"Promise One Bancorp,Inc.",CEO & President,DongJun (Sean) Kim,,,2021,,
"Promise One Bancorp,Inc.",EVP & Chief Financial Officer,Tammy Jang,,,2021,,
"Promise One Bancorp,Inc.",EVP & Chief Credit Officer,Soo Song,,,2021,,
"Promise One Bancorp,Inc.",EVP & Chief Operations Administrator,Hyelee Yoon,,,2021,,
"PromiseOne Bancorp,Inc.",Chairman/Director,Jungho Kim,Chairman/Director,,2023,Retired,
"PromiseOne Bancorp,Inc.",Director,Francis D. Kim,Director,"FJAR Property,LLC",2023,Business Owner,
"PromiseOne Bancorp,Inc.",Director,Yoonsung Kim,CEO,European Optical Corp,2023,Optometrist,
"PromiseOne Bancorp,Inc.",Director,Jong K. (Jake) Lee,Director,Unlimited PCS,2023,Business Owner,
"PromiseOne Bancorp,Inc.",Director,Dohyung (Daniel) Lim,President,Twin Peak International,2023,Business Owner,
"PromiseOne Bancorp,Inc.",Director,Bong U. (Peter) Nam,Director,,2023,Retired,
"PromiseOne Bancorp,Inc.",Director,Young A. Sohn,Director,,2023,Retired,
"PromiseOne Bancorp,Inc.",Director,Richard D. Ivy,Director,,2023,Retired,
"PromiseOne Bancorp,Inc.",Director,Ki Sang Lee,Director,Hansol CPA,2023,Business Owner,
"PromiseOne Bancorp,Inc.",CEO & President,DongJun (Sean) Kim,Director/CEO & President,,2023,,
"PromiseOne Bancorp,Inc.",EVP & Chief Financial Officer,Hwa Kyung Kim,EVP & Chief Financial Officer,,2023,,
"PromiseOne Bancorp,Inc.",EVP & Chief Operations Administrator,Hyelee Yoon,EVP & Chief Operations Administrator,,2023,,
Pro Financial Holdings Inc,Director,Sean J. Coleman,,,2014,,3596399
Pro Financial Holdings Inc,Chairman,Christopher Diamantis,Financial Services/Chairman,Gabor Agency,2014,Financial Services/Chairman,3596399
Pro Financial Holdings Inc,Chairman,Christopher Diamantis,Financial Services/Managing Memb,"D&D Funding,LLC",2014,Financial Services/Chairman,3596399
Pro Financial Holdings Inc,Chairman,Christopher Diamantis,Financial Services/Managing Memb,"D&D Funding II,LLC",2014,Financial Services/Chairman,3596399
Pro Financial Holdings Inc,Chairman,Christopher Diamantis,Financial Services/Managing Memb,"The Decanter Group,LLC",2014,Financial Services/Chairman,3596399
Pro Financial Holdings Inc,Director,Edward Dougherty,President,"Investar Properties,LLC",2014,Attorney/Vice President,3596399
Pro Financial Holdings Inc,Director,Edward Dougherty,President,"Edward W Dougherty,JR P.A.",2014,Attorney/Vice President,3596399
Pro Financial Holdings Inc,Director,Edward Dougherty,Member,"Managing Igler & Doughtery,PA",2014,Attorney/Vice President,3596399
Pro Financial Holdings Inc,Director & Vice Chairman,Stephen R Winn,Owner of Realty Company,"Centre Pointe Investments,LLC",2014,Owner of Realty Company,3596399
Pro Financial Holdings Inc,Director & Vice Chairman,Stephen R Winn,Owner of Realty Company,Stephen R Winn Realty Corp,2014,Owner of Realty Company,3596399
Pro Financial Holdings Inc,Director & Vice Chairman,Stephen R Winn,Realty Company,"Gadsden Fortress,LLC",2014,Owner of Realty Company,3596399
Pro Financial Holdings Inc,Corporate Secretary,Robert T Ernest,,"East Park Fortress,LLC",2014,EVP/CFO,3596399
"PSB Bancgroup,Inc.","Pres & Chairman,Director","Renny B. Eadie,III",Owner,"Columbia Ready Mix Concrete,Inc.",2014,Owner,
"PSB Bancgroup,Inc.","Pres & Chairman,Director","Renny B. Eadie,III",Owner,Columbia RMC Inc.,2014,Owner,
"PSB Bancgroup,Inc.","Sr. Vice President,Corporate Secretary",Director,"President/CEO,Robin C. Green",,,2014,President/CEO
"PSB Bancgroup,Inc.",Director,"John W. Burns,III",Agent,State Farm Insurance,2014,Insurance Agent,
"PSB Bancgroup,Inc.",Director,Robert M. Eadie,Owner,"Lake City Industries,Inc.",2014,Owner,
