Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,RSSD_ID
"Andrew Johnson Bancshares,Inc.",Principal shareholder,Brandon Hull,Partner,HMS Partnership,2023,Banking,
"Andrew Johnson Bancshares,Inc.",Principal shareholder,Brandon Hull,Partner,THW Properties,2023,Banking,
"Andrew Johnson Bancshares,Inc.",Principal shareholder,Brandon Hull,Partner,ACTH Properties,2023,Banking,
"Andrew Johnson Bancshares,Inc.",Principal shareholder,Brandon Hull,Member,FDA Greeneville,2023,Banking,
"Andrew Johnson Bancshares,Inc.",Principal shareholder,Brandon Hull,Member,"Hull & Marsh,LLC",2023,Banking,
"Andrew Johnson Bancshares,Inc.",Director,Denise Terry,President,The Terry Law Firm,2023,Attorney,
"Andrew Johnson Bancshares,Inc.",Director,Denise Terry,Partner,BCD Partnership,2023,Attorney,
"Andrew Johnson Bancshares,Inc.",Director,Denise Terry,Partner,HT Properties,2023,Attorney,
"Andrew Johnson Bancshares,Inc.",EVP/CFO,Randy J. Sizemore,,,2023,,
"APOLLO BANCSHARES,INC.",Chairman & CEO,Eduardo Arriola,,Inktel Direct Corporation,2015,"Chairman,Apollo Bank",4020994
"APOLLO BANCSHARES,INC.",Executive Vice President - Secretary,Richard Dailey,,,2015,"President & CEO,Apollo Bank",4020994
"APOLLO BANCSHARES,INC.",Director & Chairman,Eduardo Arriola,Director,Inktel Direct Corporation,2016,Chairman & CEO,
"APOLLO BANCSHARES,INC.",Chairman & CEO,Eduardo Arriola,Director,Inktel Direct Corporation,2016,Chairman & CEO,
"APOLLO BANCSHARES,INC.",Manager,Eduardo Arriola,Director,Inktel Direct Corporation,2016,Chairman & CEO,
"APOLLO BANCSHARES,INC.",Director & Secretary,Richard Dailey,,,2016,President,
"APOLLO BANCSHARES,INC.",President,Richard Dailey,,,2016,President,
"APOLLO BANCSHARES,INC.",Manager,Richard Dailey,,,2016,President,
"APOLLO BANCSHARES,INC.",Director,Matthew Adler,Partner/Director,"Dade Systems,LLP",2016,"President & CEO,Adler Kawa Real Estate Advisors",
"APOLLO BANCSHARES,INC.",Managing Member & President,Matthew Adler,Partner/Director,"AKREA Manager,LLC",2016,"President & CEO,Adler Kawa Real Estate Advisors",
"APOLLO BANCSHARES,INC.",Managing Member,Matthew Adler,Partner/Director,"Adler International Manager,LLC",2016,"President & CEO,Adler Kawa Real Estate Advisors",
"APOLLO BANCSHARES,INC.",President,Matthew Adler,Partner/Director,"Adler International III Manager,LLC",2016,"President & CEO,Adler Kawa Real Estate Advisors",
"APOLLO BANCSHARES,INC.",President,Matthew Adler,Partner/Director,"Cardinal Park Holding Manager,LLC",2016,"President & CEO,Adler Kawa Real Estate Advisors",
"APOLLO BANCSHARES,INC.",President,Matthew Adler,Partner/Director,"SF Light Industrial Manager,LLC",2016,"President & CEO,Adler Kawa Real Estate Advisors",
"APOLLO BANCSHARES,INC.",Limited Partner,Matthew Adler,Partner/Director,Adler Norfolk Associates,2016,"President & CEO,Adler Kawa Real Estate Advisors",
"APOLLO BANCSHARES,INC.",Partner,Matthew Adler,Partner/Director,Crossroads Associates,2016,"President & CEO,Adler Kawa Real Estate Advisors",
"APOLLO BANCSHARES,INC.",Director,Robert Elias,Managing Member,"The Elias Law Firm,PLLC",2016,Managing Member,
"APOLLO BANCSHARES,INC.",Director,Robert Elias,Managing Member,"The Elias Law Firm,PLLC",2016,Managing Member,
"APOLLO BANCSHARES,INC.",Founder & Managing Director of LINQ Financial Group,Luis Hernandez,,,2016,Founder & Managing Director of LINQ Financial Group,
"APOLLO BANCSHARES,INC.",Director,"Carlos Herrera,Jr.",President,Batter's Box USA Inc.,2016,President,
"APOLLO BANCSHARES,INC.",Director,"Carlos Herrera,Jr.",,3H Development of Miami Inc.,2016,President,
"APOLLO BANCSHARES,INC.",Director,"Carlos Herrera,Jr.",,APEX Maintenance Inc.,2016,President,
"APOLLO BANCSHARES,INC.",Managing Partner,Leslie Alan Rozencwaig,,,2016,Managing Partner,
"APOLLO BANCSHARES,INC.",Director,Jeffrey Scheck,Chairman of the Board,Mapei Corporation,2016,"Vice President,Scheck Group",
"APOLLO BANCSHARES,INC.",Director,"Andres Vega,Dr.",President,Andres Vega MD PA,2016,"Anesthesiologist and practicing physician,AV Pain Consultants",
"APOLLO BANCSHARES,INC.",Director,William Heffernan,,,2016,,
"Apollo Bancshares,Inc.",Chairman & CEO\nApollo Bank,Eduardo Arriola,Director,Inktel Direct Corporation,2017,Chairman & CEO,
"Apollo Bancshares,Inc.",President\nApollo Bank,Richard Dailey,Partner/Director,"Dade Systems,LLP",2017,President,
"Apollo Bancshares,Inc.",Director,Matthew Adler,Managing Member & President,"AKREA Manager,LLC",2017,President & CEO,
"Apollo Bancshares,Inc.",Director,Matthew Adler,Managing Member,"Adler International Manager,LLC",2017,President & CEO,
"Apollo Bancshares,Inc.",Director,Matthew Adler,President,"Adler International III Manager,LLC",2017,President & CEO,
"Apollo Bancshares,Inc.",Director,Matthew Adler,President,"Cardinal Park Holding Manager,LLC",2017,President & CEO,
"Apollo Bancshares,Inc.",Director,Matthew Adler,President,"SF Light Industrial Manager,LLC",2017,President & CEO,
"Apollo Bancshares,Inc.",Director,Robert Elias,Managing Member,"The Elias Law Firm,PLLC",2017,Managing Member,
"Apollo Bancshares,Inc.",Director,William Heffernan,Owner,Culver Road LLC,2017,,
"Apollo Bancshares,Inc.",Director,William Heffernan,Manager,Alico-Penn LLC,2017,,
"Apollo Bancshares,Inc.",Director,Luis Hernandez,Founder & Managing Director,Linq Financial Group,2017,Founder & Managing Director,
"Apollo Bancshares,Inc.",Director,"Carlos Herrera,Jr.",President,"Fenix Contractors,Inc.",2017,President,
"Apollo Bancshares,Inc.",Director,Leslie Alan Rozencwaig,Managing Partner,"Rozencwaig & Nadel,LLP",2017,Managing Partner,
"Apollo Bancshares,Inc.",Director,Jeffrey Scheck,Vice President,Scheck Alpha LP,2017,Vice President,
"Apollo Bancshares,Inc.",Director,Nicholas Di Tempora,Partner,MGRM,2017,Chairman of the Board,
"Apollo Bancshares,Inc.",Director,"Andres Vega,Dr.",President,Andres Vega MD PA,2017,Anesthesiologist and Physician,
"Apollo Bancshares,Inc.","Director & Chairman,Chairman & CEO",Eduardo Arriola,Director,Inktel Direct Corporation,2020,Chairman & CEO Apollo Bank,
"Apollo Bancshares,Inc.",Director & Secretary,Richard Dailey,Partner,"Dade Systems,LLP",2020,,
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Managing Member & President,"AREP Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Managing Member & President,"Adler International Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Managing Member & President,"EJA Management,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Managing Member & President,"Adler International III Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Managing Member & President,"Cardinal Park Holding Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Managing Member & President,"SF Light Industrial Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Managing Member & President,"Adler Kawa LH Intnl Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Managing Member & President,"AREP 2 Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Limited Partner,Adler Norfolk Associates,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Partner,Crossroads Associates,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Real Estate Partners,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Member,"Adler Group Property Management,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Member,"Adler Kawa Real Estate Fund II,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Real Estate Services,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Member,Adler Technologies LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,"Rivers Aviation Investors,LTD",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,Adler Kawa US Property Partners Ltd,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,AKREA Capital Corp.,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,AKREA Lending Corp.,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director/President,Adler Kawa International Inc.,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKREA Fund Manager III,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Kawa Real Estate Fund III,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,Adler Kawa US Property Partners III LP,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,AKREA Kawa III Invetor 2 LP,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,Adler Kawa III Lending Corp.,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Kawa III Holding 1,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Kawa III Holding 2,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Rivers Aviation,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Rivers Aviation Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Rivers Aviation Holdings,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Bammel,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Legacy,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 NW Houston,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 NW Houston Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Rivers Aviation Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Rivers Aviation Holdings,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Park Ten,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Park Ten Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Addison Tech,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Addison Tech Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Cardinal Park,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Cardinal Park Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Cardinal Park Parent,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Cardinal Park Holdings,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Cardinal Park Holding 1,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Cardinal Park Holding 2,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,Cardinal Park Lending Corp.,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,Cardinal Park Investors 1 Ltd.,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,Cardinal Park Investors 2 Ltd.,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Shopton,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Shopton Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF2 Shopton Holdings,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 South Point,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 South Point Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Yamato,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Yamato Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AKF3 Valencia LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Valencia Intermediate Holdings,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AK Valencia Holdings,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Valencia Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 SF Light Industrial Holdings,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 SF Light Industrial,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 SF Light Industrial Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"SF Light Industrial Holding,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,"SF Light Industrial Investors,Ltd.",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Kramer,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Kramer Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Situs Parkwest,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKF3 Situs Parkwest Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Kawa Leasehold Portfolio I,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,"Adler Kawa LH Investors 1,LTD",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,"Adler Kawa LH Investors 2,LTD",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,Director,"Adler Kawa LH Investors 3,LTD",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Kawa LH Holding 1,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Kawa LH Holding 2,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Kawa LH Holding 3,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,Adler Kawa LH Lending Corp.,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AK Leasehold I,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AK Leasehold Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AK Leasehold PSW,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AKF3 AF4 Regency Interchange LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AKF3 AF4 Regency Interchange Manager LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AKF3 AF4 Columbia LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AKF3 AF4 Columbia Manager LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AF Quadrant LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AF Quadrant Manager LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Real Estate Fund IV,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AREP Fund IV Manager LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler US Property IV Investors 1,LP",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler IV Holding 1,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKREA Fund Manager Promote,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKREA Leasehold | Manager Promote,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AKREA Fund Manager III Promote,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AF4 DFW Industrial manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AF4 DFW Industrial LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AKF3 AF4 Regency Interchange LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AKF3 AF4 Regency Interchange Manager LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AF4 Quail Plaza,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AF4 Quail Plaza Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AF4 580 Corporate Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AF4 580 Corporate,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AF4 Meridian Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AF4 Meridian,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AF4 Baymeadows Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"AF4 Baymeadows,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,Adler Yamato Holding LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,"Adler Yamato Manager,LLC",2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,Yamato Capital Corp.,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AF4 New Town Collier Holding LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AF4 New Town Collier LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,Adler Flex LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,AP-Adler Oaks LTD,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.","Director,Director",Matthew Adler,President,Hellos Colliers LLC,2020,"Founder & Managing Principal Adler Real Estate Partners,LLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Managing Member,"The Elias Law Firm,PLLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Member of LLC,Elias Properties - Ft. Worth LLC,2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Member of LLC,"Commonwwealth Options Parcels,LLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Member of LLC,"Commonwwealth Commerce Center,LLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Member of LLC,"United-1550 N. Ellis Road,LLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,General Partner,Elias Joint Venture (Oklahoma LLC),2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Limited partner,"Kelco Apalachee Associates I,Ltd.",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Shareholder,The Graham Companies,2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Managing Member,"Gables Investment Holdings,LLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Managing Member,"Elias Properties - Broadway,LLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Manager/ Member,"Elias Capital Holdings,LLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Manager/ Member,"Elias Properties - Bay Harbor,LLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Manager/Member,"Elias Propertis - Ft. Worth,LLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Manager/Member,"Elias Properties Brickell,LLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,Robert Elias,Manager/Member,"Elias Properties - Tamarac,LLC",2020,"Managing Member The Elias Law Firm,PLLC",
"Apollo Bancshares,Inc.",Director,William Heffernan,Owner,Culver Road LLC,2020,,
"Apollo Bancshares,Inc.",Director,William Heffernan,Owner/Manager,Alico-Penn LLC,2020,,
"Apollo Bancshares,Inc.",Director,Luis Hernandez,Founder & Managing Director,Linq Financial Group,2020,Founder & Managing Director LINQ Financial Group,
"Apollo Bancshares,Inc.",Director,Luis Hernandez,President,RTD Real Estate Holdings,2020,Founder & Managing Director LINQ Financial Group,
"Apollo Bancshares,Inc.",Director,Luis Hernandez,Owner,LA Hernandez Agency,2020,Founder & Managing Director LINQ Financial Group,
"Apollo Bancshares,Inc.",Director,Luis Hernandez,Managing Partner,"Ling Group Benefits,LLC",2020,Founder & Managing Director LINQ Financial Group,
"Apollo Bancshares,Inc.",Director,Luis Hernandez,Principal Owner,Ling Risk Management,2020,Founder & Managing Director LINQ Financial Group,
